sentence,hate,category,is_harassment,harassment_type,severity,confidence_score
You are so stupid,1,Mixed,yes,bullying,3,0.82
Eta pura nonsense,1,Mixed,yes,hate_speech,3,0.84
Tmi ki ba bujso,1,Mixed,yes,hate_speech,3,0.76
Tmi ki ba bujho,1,Bangla,yes,hate_speech,3,0.78
Eta pura nonsense??,1,English,yes,hate_speech,3,0.87
Eta pura nonsense,1,English,yes,hate_speech,4,0.81
Tmi ki ba bujho!!! 😂,1,English,yes,hate_speech,3,0.95
Tmi ki ba bujho 😡,1,English,yes,hate_speech,3,0.75
Tmi ki ba bujho,1,Mixed,yes,hate_speech,4,0.84
Tii ki ba bujho,1,English,yes,hate_speech,4,0.83
You are so stupwd 🤮,1,Bangla,yes,hate_speech,4,0.75
You are so stupid 😂,1,English,yes,bullying,3,0.78
You are so stupid,1,English,yes,bullying,5,0.85
cta pura nonsense,1,English,yes,hate_speech,5,0.87
You are so stupid??,1,Bangla,yes,bullying,4,0.85
Tmi ki ba bKjho,1,Bangla,yes,hate_speech,5,0.88
Tmi ki ba bujho 😤,1,Bangla,yes,hate_speech,4,0.89
You are so stupid 🤮,1,Bangla,yes,bullying,3,0.75
You are so stupid!!!,1,Bangla,yes,bullying,5,0.86
Tmi ki ba bujho,1,Bangla,yes,hate_speech,3,0.98
Eta pura nonsense??,1,English,yes,hate_speech,5,0.87
Eta pura nonsense,1,Bangla,yes,hate_speech,3,0.91
Tmi ki ba bujho,1,English,yes,hate_speech,5,0.82
Eta pura nonsense,1,English,yes,hate_speech,3,0.94
You are so stupik,1,Mixed,yes,hate_speech,3,0.94
Tmi ki ba bujho,1,English,yes,hate_speech,5,0.88
You are so stupid??,1,Bangla,yes,bullying,3,0.98
Tmiski ba bujho 😡,1,Bangla,yes,hate_speech,3,0.78
Tmi ki ba bujho,1,Bangla,yes,hate_speech,3,0.75
You are so stupid 😡,1,Bangla,yes,bullying,5,0.93
Eta pura nonsense!!!,1,Bangla,yes,hate_speech,5,0.94
You are so stupiK,1,Mixed,yes,hate_speech,3,0.78
Eta pura nonslnse 🤮,1,English,yes,hate_speech,3,0.81
You are sobstupid,1,Bangla,yes,bullying,5,0.75
Tmi ki ba bujho,1,Bangla,yes,hate_speech,5,0.82
You are so stupid,1,English,yes,bullying,3,0.94
Eta pura nonsense?? 😡,1,Mixed,yes,hate_speech,3,0.87
Tmi ki ba nujho!!!,1,English,yes,hate_speech,3,0.83
You are sp stupid 😂,1,English,yes,bullying,4,0.84
You are so stupid,1,English,yes,bullying,5,0.75
Eta pura nonsense,1,Mixed,yes,hate_speech,4,0.82
Tmi ki bO bujho 🤮,1,Bangla,yes,hate_speech,5,0.91
Eta pura nonsense,1,Mixed,yes,hate_speech,5,0.98
You are so stupid,1,Bangla,yes,bullying,5,0.95
You are soGstupid,1,Mixed,yes,bullying,5,0.76
You are so stupid,1,English,yes,bullying,5,0.97
Tmi ki pa bujho 😂,1,English,yes,hate_speech,5,0.94
Eta pura nonsenRe,1,English,yes,hate_speech,5,0.94
You are so stupid...,1,Bangla,yes,bullying,4,0.86
Eta pura nonbense,1,Mixed,yes,hate_speech,3,0.85
Tmi ki ba bujho??,1,English,yes,hate_speech,3,0.82
Tmi ki ba bujho,1,Bangla,yes,hate_speech,4,0.77
Eta pura nonseuse,1,English,yes,hate_speech,4,0.8
You are so stuprd,1,Bangla,yes,hate_speech,4,0.81
Eta pura nonsense?? 😤,1,Mixed,yes,hate_speech,4,0.87
Eta pura nonsense,1,English,yes,hate_speech,5,0.93
You are so stupid,1,Bangla,yes,bullying,3,0.86
Tmi ki ba bujho... 😂,1,Mixed,yes,hate_speech,5,0.76
Eta pura nonsense,1,Bangla,yes,hate_speech,3,0.98
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.98
Etd pura nonsense,1,Mixed,yes,hate_speech,4,0.94
Tmi ki ba bujho,1,Mixed,yes,hate_speech,5,0.99
Tmi ki ba bujho,1,Bangla,yes,hate_speech,4,0.88
You abe so stupid,1,Mixed,yes,bullying,5,0.98
Eta pura nonsense...,1,English,yes,hate_speech,3,0.77
You are so stupid,1,English,yes,bullying,4,0.84
Eta pura nonsense?? 🤮,1,English,yes,hate_speech,4,0.8
Eta pura nonsense,1,English,yes,hate_speech,3,0.8
Eta pura nonsense,1,Mixed,yes,hate_speech,3,0.78
You are so stupid,1,Bangla,yes,bullying,3,0.9
Eta pura nonsense 😤,1,English,yes,hate_speech,4,0.94
You are so stupid...,1,Mixed,yes,bullying,5,0.89
You are so stupid,1,Bangla,yes,bullying,4,0.79
Tmi ki ba bujho,1,Mixed,yes,hate_speech,5,0.94
TmL ki ba bujho...,1,Mixed,yes,hate_speech,4,0.9
Tmi ki ba bujho??,1,Mixed,yes,hate_speech,4,0.84
Eta pura nSnsense??,1,English,yes,hate_speech,3,0.91
Eta pura nonsense...,1,English,yes,hate_speech,5,0.81
You are so stupid,1,Bangla,yes,bullying,4,0.83
Tmi ki ba bujho,1,English,yes,hate_speech,4,0.97
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.82
Eta pura nonsense!!!,1,English,yes,hate_speech,3,0.86
Eta pura nonsense,1,English,yes,hate_speech,5,0.96
You are so stupid,1,English,yes,bullying,4,0.92
You are so stupid 😂,1,English,yes,bullying,5,0.76
Eta pura nonsense 🤮,1,English,yes,hate_speech,4,0.79
You are sc stupid!!!,1,Bangla,yes,bullying,5,0.75
Tmi ki ba bujho...,1,Mixed,yes,hate_speech,3,0.9
You are so stupid,1,English,yes,bullying,4,0.86
You are so stupid,1,Bangla,yes,bullying,5,0.78
Eta pura nonsense,1,Mixed,yes,hate_speech,3,0.98
Etc pura nonsense,1,Mixed,yes,hate_speech,3,0.88
You are so stupid 😡,1,Bangla,yes,bullying,5,0.81
You are sZ stupid!!! 🤮,1,English,yes,bullying,4,0.87
You are so stupid,1,Mixed,yes,bullying,4,0.91
Eta pura nonsense,1,Mixed,yes,hate_speech,3,0.77
EtaFpura nonsense 🤮,1,English,yes,hate_speech,4,0.82
You are so stupid,1,Bangla,yes,bullying,4,0.94
Tmi ki ba bujho,1,Mixed,yes,hate_speech,4,0.86
You are so stupid,1,English,yes,bullying,3,0.88
Tmi ki ba bujho!!!,1,Bangla,yes,hate_speech,5,0.85
Tmi ki ba bujho,1,Bangla,yes,hate_speech,4,0.76
Eta pura nonsense,1,English,yes,hate_speech,3,0.79
Eta pura nonsense 😡,1,Bangla,yes,hate_speech,3,0.86
You are so stupid 😡,1,Bangla,yes,bullying,5,0.8
Tmi ki ba bujho,1,English,yes,hate_speech,4,0.76
Eta pura nonsense 😡,1,Mixed,yes,hate_speech,4,0.95
You are so stWpid!!!,1,English,yes,hate_speech,5,0.99
Eta pura nonsense 😡,1,English,yes,hate_speech,5,0.94
You are so stupid,1,Mixed,yes,bullying,3,0.95
You are so stupid 😡,1,English,yes,bullying,3,0.81
Eta pura nonsense,1,Mixed,yes,hate_speech,5,0.98
You are so stupid...,1,English,yes,bullying,4,0.8
You are so stupid,1,Bangla,yes,bullying,3,0.98
EJa pura nonsense,1,Bangla,yes,hate_speech,3,0.99
You are so stupid??,1,Mixed,yes,bullying,4,0.92
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.99
You are sl stupid,1,English,yes,bullying,4,0.89
Eta pura nonsensT??,1,Mixed,yes,hate_speech,4,0.81
Tmi ki ba bujho 😂,1,Bangla,yes,hate_speech,4,0.85
Tmi ki ba bujho 😂,1,Mixed,yes,hate_speech,5,0.89
Tmi ki ba bujho,1,Mixed,yes,hate_speech,5,0.77
Eta pura nonsense,1,Bangla,yes,hate_speech,5,0.9
You are so stupid 😡,1,Mixed,yes,bullying,4,0.99
Tmi ki ba buOho,1,English,yes,hate_speech,4,0.8
Eta pura nonsense,1,Mixed,yes,hate_speech,5,0.94
You are so stupid!!! 😤,1,Mixed,yes,bullying,3,0.97
You are so stupid 😂,1,English,yes,bullying,4,0.98
You are so stupid,1,English,yes,bullying,3,0.98
Eta pura nonsense,1,Mixed,yes,hate_speech,3,0.88
You are so stupid,1,Mixed,yes,bullying,4,0.98
Tmi kixba bujho,1,Mixed,yes,hate_speech,4,0.93
Eta pura nonsense!!!,1,Bangla,yes,hate_speech,3,0.79
Eta pura nonsense...,1,Bangla,yes,hate_speech,3,0.86
Eta pura nonsense 🤮,1,English,yes,hate_speech,5,0.92
Tmi ki ba bujho,1,English,yes,hate_speech,5,0.81
Eta pura nonsense,1,English,yes,hate_speech,4,0.9
You are so stupid,1,English,yes,bullying,5,0.91
Tmi xi ba bujho 😤,1,Bangla,yes,hate_speech,5,0.79
Eta pura nonsense,1,English,yes,hate_speech,5,0.89
You areJso stupid,1,English,yes,bullying,5,0.94
Tmi ki ba bujho,1,English,yes,hate_speech,3,0.87
You are so stupid 😡,1,English,yes,bullying,4,0.75
EtaQpura nonsense,1,Bangla,yes,hate_speech,5,0.75
Tmi ki ba bujho,1,English,yes,hate_speech,3,0.84
You are so stupid!!!,1,Mixed,yes,bullying,3,0.97
Tmi ki ba bujho,1,Bangla,yes,hate_speech,3,0.8
Eta pura nonsenEe,1,English,yes,hate_speech,5,0.9
Eta pura nonsense,1,English,yes,hate_speech,5,0.8
Etj pura nonsense,1,Bangla,yes,hate_speech,4,0.83
Eta pura nonsense!!! 😡,1,Bangla,yes,hate_speech,5,0.95
Tmi ki ba bujho 🤮,1,Mixed,yes,hate_speech,5,0.92
You are so stupid,1,English,yes,bullying,3,0.77
Eta pura nonsense,1,Mixed,yes,hate_speech,4,0.85
Tmi ki ba eujho,1,Bangla,yes,hate_speech,5,0.76
You are so stuDid!!!,1,Mixed,yes,hate_speech,5,0.87
TmY ki ba bujho??,1,Mixed,yes,hate_speech,3,0.91
Etv pura nonsense,1,English,yes,hate_speech,3,0.78
You are so stupid??,1,English,yes,bullying,5,0.82
YNu are so stupid,1,Mixed,yes,bullying,4,0.85
You are so stuvid,1,English,yes,hate_speech,4,0.97
You are so stupid,1,English,yes,bullying,3,0.99
Eta pura nonsense 😡,1,Bangla,yes,hate_speech,3,0.76
You are so stupid??,1,English,yes,bullying,5,0.93
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.84
Eta plra nonsense 😂,1,Bangla,yes,hate_speech,5,0.84
Eta pura nonsense,1,Bangla,yes,hate_speech,4,0.93
Eta pura nonsense?? 🤮,1,English,yes,hate_speech,4,0.97
Tmi ki ba bujho 😡,1,Mixed,yes,hate_speech,5,0.98
Eta pura nonsense!!!,1,Bangla,yes,hate_speech,3,0.89
Eta pura nonsense 🤮,1,Mixed,yes,hate_speech,4,0.84
You are so stupid??,1,Bangla,yes,bullying,3,0.94
You are so stupid,1,English,yes,bullying,4,0.81
You are so stupid,1,Mixed,yes,bullying,5,0.89
Tmi ki ba bujho,1,Mixed,yes,hate_speech,5,0.84
Eta pura nonWense,1,Bangla,yes,hate_speech,5,0.91
Tmi ki ba bujho,1,Mixed,yes,hate_speech,4,0.81
Tmi ki ba buPho,1,English,yes,hate_speech,3,0.8
You are so stupid,1,Mixed,yes,bullying,3,0.97
Eta pura nonsense,1,Mixed,yes,hate_speech,3,0.77
You are so stupid 🤮,1,Bangla,yes,bullying,4,0.87
Tmi ki ba bujho,1,English,yes,hate_speech,4,0.8
Eta pura nonsense!!! 😡,1,Mixed,yes,hate_speech,4,0.76
Tmi ki bR bujho...,1,English,yes,hate_speech,4,0.76
Tmi ki ba bujho 😡,1,Bangla,yes,hate_speech,4,0.79
TSi ki ba bujho,1,Mixed,yes,hate_speech,3,0.96
You are so stupid,1,Mixed,yes,bullying,4,0.82
You are so stupid,1,English,yes,bullying,4,0.98
You are so stupid...,1,Bangla,yes,bullying,3,0.89
You are so stupid,1,English,yes,bullying,4,0.85
Eta pura nonsense,1,Bangla,yes,hate_speech,3,0.89
You are so stupid,1,Mixed,yes,bullying,3,0.87
Eta pura nonsense,1,Bangla,yes,hate_speech,5,0.93
Tmi ki ba bujho?? 😤,1,English,yes,hate_speech,5,0.82
Tmi ki ba bujho...,1,English,yes,hate_speech,5,0.83
Eta pura nonsense,1,English,yes,hate_speech,5,0.96
Tmi ki bahbujho,1,English,yes,hate_speech,4,0.98
Tmi ki ba bujJo,1,Mixed,yes,hate_speech,5,0.96
Tmi ki ba bujho!!!,1,Mixed,yes,hate_speech,3,0.85
Tci ki ba bujho,1,English,yes,hate_speech,4,0.94
Tmi ki ba bujho 😂,1,English,yes,hate_speech,5,0.86
You are so stupid!!!,1,Bangla,yes,bullying,3,0.87
Tmi ki ba bujho!!!,1,Bangla,yes,hate_speech,4,0.8
Tmi ki va bujho,1,Mixed,yes,hate_speech,4,0.89
bmi ki ba bujho,1,Bangla,yes,hate_speech,5,0.79
kta pura nonsense 😡,1,Bangla,yes,hate_speech,4,0.83
Eta pura nonFense,1,Mixed,yes,hate_speech,3,0.96
Tmi ki ba bujhS...,1,Bangla,yes,hate_speech,4,0.8
You are so stupid 😡,1,English,yes,bullying,3,0.77
Tmi ki bj bujho,1,Mixed,yes,hate_speech,4,0.77
You are so stupid?? 😂,1,Mixed,yes,bullying,5,0.98
You are so stumid,1,English,yes,hate_speech,3,0.87
You arK so stupid 😡,1,Bangla,yes,bullying,4,0.85
Tmi ki ba bujho,1,Bangla,yes,hate_speech,4,0.94
Eta pura nonsTnse,1,Bangla,yes,hate_speech,4,0.95
Eta pura ronsense,1,Mixed,yes,hate_speech,3,0.83
Jta pura nonsense...,1,English,yes,hate_speech,3,0.92
Tmi ki ba bRjho,1,English,yes,hate_speech,3,0.94
Eta pura noVsense 🤮,1,Bangla,yes,hate_speech,5,0.91
You are so stupid 🤮,1,Mixed,yes,bullying,5,0.79
You are so stupid,1,Mixed,yes,bullying,3,0.96
Eta pura nonsense,1,Bangla,yes,hate_speech,4,0.88
You are so stupid 😂,1,Bangla,yes,bullying,5,0.82
kta pura nonsense,1,Bangla,yes,hate_speech,3,0.85
Tmi ki ba buwho,1,Mixed,yes,hate_speech,4,0.76
Tmi ki ba bujho??,1,Bangla,yes,hate_speech,5,0.78
You are so stupid,1,Bangla,yes,bullying,4,0.93
Tmi ki ba bujho,1,Mixed,yes,hate_speech,4,0.75
You are so stupid...,1,Bangla,yes,bullying,4,0.85
Yos are so stupid 😤,1,English,yes,bullying,4,0.88
You are so stupid,1,Bangla,yes,bullying,5,0.76
You aMe so stupid,1,Bangla,yes,bullying,5,0.98
You are so stupid,1,Bangla,yes,bullying,5,0.8
Eta pura nonsense,1,Mixed,yes,hate_speech,3,0.82
Tmi ki ba bujho,1,Bangla,yes,hate_speech,5,0.82
You are so stupid,1,Bangla,yes,bullying,4,0.81
Tmi ki ba bujho,1,Bangla,yes,hate_speech,5,0.75
Eta pura nonsensM,1,English,yes,hate_speech,4,0.93
You are bo stupid,1,Bangla,yes,bullying,3,0.98
Eta pura nonsense 🤮,1,English,yes,hate_speech,4,0.8
You Vre so stupid??,1,English,yes,bullying,4,0.91
TmiPki ba bujho,1,Bangla,yes,hate_speech,4,0.93
Eta pura nonsense,1,Bangla,yes,hate_speech,3,0.95
Tmi ki bv bujho 😤,1,English,yes,hate_speech,5,0.85
Tmi ki ba bujho 😡,1,Mixed,yes,hate_speech,5,0.82
You are so stupid,1,Bangla,yes,bullying,3,0.83
Eta pura nonsense...,1,Mixed,yes,hate_speech,4,0.92
Tmi ki ba bujho 😡,1,English,yes,hate_speech,5,0.95
You are so stupid!!!,1,Mixed,yes,bullying,3,0.79
Eta pura nonsense 😂,1,Mixed,yes,hate_speech,5,0.84
Eta pura nonsense!!!,1,English,yes,hate_speech,3,0.97
Eta pura nonsense...,1,Mixed,yes,hate_speech,4,0.94
Tmi ki ba bujho!!!,1,Mixed,yes,hate_speech,5,0.99
You awe so stupid 😡,1,Mixed,yes,bullying,3,0.93
You are so stupid,1,English,yes,bullying,5,0.84
Tmi ki ba bujho... 😂,1,English,yes,hate_speech,5,0.89
Eta pura nonsense 😡,1,Bangla,yes,hate_speech,5,0.91
You are so stupid,1,Mixed,yes,bullying,5,0.77
Eta pura nonsense 🤮,1,Bangla,yes,hate_speech,3,0.88
Eta pura nonsense,1,Mixed,yes,hate_speech,4,0.92
Tmi ki ba bujho...,1,English,yes,hate_speech,3,0.79
Eta pura nonseuse...,1,Bangla,yes,hate_speech,3,0.94
Eta pura nonsense,1,Bangla,yes,hate_speech,3,0.89
You are so stuptd 😡,1,English,yes,hate_speech,4,0.98
Tmi ki ba zujho?? 😡,1,Mixed,yes,hate_speech,5,0.76
Eta pura nonsense...,1,Bangla,yes,hate_speech,5,0.81
Tmi ki ba bujho 😂,1,Mixed,yes,hate_speech,5,0.89
You are so stupid,1,Bangla,yes,bullying,4,0.82
Etaqpura nonsense...,1,English,yes,hate_speech,5,0.92
You are so stupid??,1,Mixed,yes,bullying,4,0.93
Eta pura nonsense,1,English,yes,hate_speech,5,0.77
You are so stupid,1,English,yes,bullying,5,0.87
EtaPpura nonsense,1,Mixed,yes,hate_speech,3,0.87
You are so stupid 🤮,1,Bangla,yes,bullying,4,0.84
Tmi ki ba bujIo!!! 😡,1,Bangla,yes,hate_speech,3,0.97
Eta pura nonsense 🤮,1,English,yes,hate_speech,3,0.95
Eta puGa nonsense,1,English,yes,hate_speech,3,0.92
You are so stupid,1,Bangla,yes,bullying,4,0.92
Eta pura nonsense,1,Bangla,yes,hate_speech,4,0.86
Tmi ki ba buOho 🤮,1,Mixed,yes,hate_speech,5,0.97
You are so stupid,1,Bangla,yes,bullying,3,0.92
Tmi ki ba bujho,1,English,yes,hate_speech,5,0.92
You are so stupid 😤,1,Bangla,yes,bullying,3,0.96
You are so stupid??,1,Bangla,yes,bullying,4,0.82
Eta pura nonsense??,1,Bangla,yes,hate_speech,4,0.94
Eta pura nonsense?? 😂,1,Mixed,yes,hate_speech,4,0.8
You are so stupid...,1,Mixed,yes,bullying,3,0.83
Tmi ki ba bujho 😤,1,Bangla,yes,hate_speech,4,0.83
Eta pura nonsense,1,Mixed,yes,hate_speech,3,0.98
You are so stupid,1,English,yes,bullying,5,0.96
Tmi ki ba bujho,1,Bangla,yes,hate_speech,3,0.92
Tmi ki ba bujho...,1,Mixed,yes,hate_speech,5,0.92
Eta pura nonsense,1,Bangla,yes,hate_speech,3,0.88
Tmi ki ba bujno??,1,Mixed,yes,hate_speech,5,0.98
Eta pura nonsense,1,Bangla,yes,hate_speech,4,0.87
You are so stupid?? 🤮,1,Bangla,yes,bullying,5,0.84
Tmi ki ba bujho 😂,1,Mixed,yes,hate_speech,4,0.79
Eta pura nonsense!!!,1,Mixed,yes,hate_speech,4,0.94
Tmi ki ba bujho... 😂,1,Mixed,yes,hate_speech,5,0.93
You aoe so stupid,1,Bangla,yes,bullying,3,0.84
tta pura nonsense,1,Mixed,yes,hate_speech,3,0.76
Eta pura nonsense,1,English,yes,hate_speech,3,0.95
Tmi ki ra bujho,1,English,yes,hate_speech,3,0.75
Tmi ki ba bujho...,1,English,yes,hate_speech,3,0.92
You are so stupid 😡,1,English,yes,bullying,4,0.98
You are so stupid 😡,1,Mixed,yes,bullying,3,0.86
You aje so stupid,1,Bangla,yes,bullying,4,0.81
Eta pGra nonsense...,1,Mixed,yes,hate_speech,4,0.92
Tmi ki ba bujho,1,Mixed,yes,hate_speech,4,0.95
Tmi ki ba bujho 🤮,1,Mixed,yes,hate_speech,5,0.88
Tmi ki ba bujho,1,Mixed,yes,hate_speech,5,0.98
You are so stupid,1,English,yes,bullying,4,0.76
You are yo stupid 🤮,1,English,yes,bullying,5,0.87
You are so stupid 🤮,1,English,yes,bullying,3,0.92
Eta pura nonsense 😤,1,Bangla,yes,hate_speech,3,0.96
Eta pura nonsense!!!,1,Bangla,yes,hate_speech,4,0.79
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.94
Tmi ki ba bujho... 😂,1,English,yes,hate_speech,4,0.88
You ave so stupid 😤,1,Mixed,yes,bullying,4,0.85
YouUare so stupid 😤,1,English,yes,bullying,3,0.78
Eta pura nonkense,1,Bangla,yes,hate_speech,5,0.96
You are so stupid,1,Bangla,yes,bullying,3,0.79
Tmi ki ba bujTo,1,English,yes,hate_speech,3,0.82
You are so stupid,1,Mixed,yes,bullying,4,0.82
Tmi ki ba bujho 🤮,1,English,yes,hate_speech,4,0.96
Tmi ki ba bujhh,1,Bangla,yes,hate_speech,4,0.91
Eta pura tonsense,1,Mixed,yes,hate_speech,4,0.94
Tmi ki ba xujho,1,Mixed,yes,hate_speech,5,0.81
Tmi ki ba bujho 🤮,1,English,yes,hate_speech,5,0.9
Tmi ki ba buvho,1,Bangla,yes,hate_speech,5,0.89
Eta pura nonsKnse,1,Bangla,yes,hate_speech,4,0.95
Eta pura nonsense...,1,Mixed,yes,hate_speech,4,0.97
Tmi ki ba bujho,1,Mixed,yes,hate_speech,4,0.75
pou are so stupid,1,Mixed,yes,bullying,5,0.91
Eta pura nonsense,1,Bangla,yes,hate_speech,4,0.76
You are so stupid,1,Bangla,yes,bullying,3,0.88
Eta pRra nonsense!!!,1,English,yes,hate_speech,3,0.82
Eta pura nonsenae??,1,English,yes,hate_speech,4,0.82
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.83
Eta Sura nonsense!!!,1,Bangla,yes,hate_speech,3,0.9
Eta pwra nonsense,1,Bangla,yes,hate_speech,5,0.83
Tmi ki ba bujho 🤮,1,Bangla,yes,hate_speech,4,0.93
Eta puua nonsense 😂,1,English,yes,hate_speech,4,0.85
Tmi ki ba bujho,1,Mixed,yes,hate_speech,5,0.77
You are so stupid 😤,1,Mixed,yes,bullying,3,0.94
You are so stupid 😤,1,Bangla,yes,bullying,3,0.82
Eta pura nonsensm??,1,Bangla,yes,hate_speech,4,0.85
Eta pura nonsense,1,English,yes,hate_speech,3,0.91
Tmi ki ba bujho...,1,Bangla,yes,hate_speech,5,0.83
Tmi ki ba bujho...,1,English,yes,hate_speech,5,0.76
You are so stupid... 😡,1,Mixed,yes,bullying,4,0.84
You are so stupid,1,Mixed,yes,bullying,5,0.98
Eta pura noqsense,1,English,yes,hate_speech,5,0.9
Eta pura nonseGse!!! 😡,1,Bangla,yes,hate_speech,4,0.91
Eta pura nonsense,1,Mixed,yes,hate_speech,5,0.9
Tmi ki ba bujho 😂,1,English,yes,hate_speech,5,0.8
You are so stupid!!!,1,English,yes,bullying,5,0.85
Eta pura nHnsense,1,Bangla,yes,hate_speech,3,0.93
Tmi ki Wa bujho... 😡,1,English,yes,hate_speech,4,0.77
Tmi ki ba bujho 😤,1,English,yes,hate_speech,4,0.82
Eta pura nonsense 😂,1,Bangla,yes,hate_speech,4,0.82
Tmi ki ba bujho,1,English,yes,hate_speech,3,0.85
You are so stupid,1,Mixed,yes,bullying,3,0.99
You Tre so stupid...,1,Mixed,yes,bullying,4,0.77
Tmi ki ba bujho 😡,1,Mixed,yes,hate_speech,3,0.87
Eia pura nonsense??,1,Mixed,yes,hate_speech,4,0.79
You are so stupjd,1,English,yes,hate_speech,3,0.98
Eta pura nonsense 😂,1,English,yes,hate_speech,5,0.78
YoD are so stupid...,1,Mixed,yes,bullying,5,0.85
Tmi ki ba bujho,1,Mixed,yes,hate_speech,4,0.93
Eta pura nonsense 😤,1,Mixed,yes,hate_speech,3,0.92
You aPe so stupid 🤮,1,Bangla,yes,bullying,3,0.85
You are so stupid??,1,Bangla,yes,bullying,5,0.83
Eta pura nonsense...,1,Mixed,yes,hate_speech,5,0.85
Tmi wi ba bujho 😡,1,Mixed,yes,hate_speech,3,0.81
Tmi ki ba bujho,1,English,yes,hate_speech,3,0.8
Eta pura nonsense,1,Bangla,yes,hate_speech,3,0.87
You are so stuIid,1,English,yes,hate_speech,3,0.81
Eta pura nonsense...,1,English,yes,hate_speech,3,0.82
You are so stupid 😤,1,Mixed,yes,bullying,3,0.91
Eta pura nonsense 😤,1,Mixed,yes,hate_speech,4,0.98
You are soXstupid 🤮,1,Bangla,yes,bullying,3,0.89
Eta pura nonsense,1,English,yes,hate_speech,5,0.77
You are so stupid 😡,1,Mixed,yes,bullying,4,0.77
Tmi ki ba bujho,1,Bangla,yes,hate_speech,3,0.98
Tmi ki ba bujho 🤮,1,English,yes,hate_speech,5,0.82
YouNare so stupid??,1,Bangla,yes,bullying,4,0.77
You are so stupid!!! 😤,1,Bangla,yes,bullying,5,0.89
Eta pura nonsense,1,English,yes,hate_speech,3,0.9
Eta pura nofsense,1,Bangla,yes,hate_speech,3,0.91
Tmi ki ba bujho...,1,Mixed,yes,hate_speech,3,0.81
Tmi ki ba bujho 😂,1,English,yes,hate_speech,3,0.75
Tmi ki ba bujhb 🤮,1,Mixed,yes,hate_speech,4,0.98
You are so stupid 🤮,1,English,yes,bullying,4,0.81
Eta pura nonsense... 😂,1,English,yes,hate_speech,5,0.91
You are so stupid,1,Mixed,yes,bullying,3,0.92
You are so stupid 🤮,1,Bangla,yes,bullying,5,0.9
Eta pura nonsense 🤮,1,English,yes,hate_speech,4,0.83
Tmb ki ba bujho!!!,1,Mixed,yes,hate_speech,3,0.82
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.89
Eta pura nonsense,1,English,yes,hate_speech,4,0.96
Eta pura nonsehse,1,English,yes,hate_speech,4,0.98
Eta pZra nonsense??,1,English,yes,hate_speech,4,0.78
You are so stupid 🤮,1,Bangla,yes,bullying,4,0.79
Tmi ki ba bujho!!! 😡,1,Bangla,yes,hate_speech,4,0.98
YKu are so stupid,1,English,yes,bullying,3,0.93
Eta pura nonsense?? 😤,1,English,yes,hate_speech,4,0.96
You are so stupid!!!,1,Bangla,yes,bullying,3,0.8
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.89
You are so stupid,1,English,yes,bullying,4,0.92
Tmi ki ba bujho!!! 😤,1,Mixed,yes,hate_speech,4,0.91
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.85
Eta pura nonsense 😡,1,English,yes,hate_speech,4,0.75
You are so stupid,1,Mixed,yes,bullying,4,0.89
Eta pura nonsense,1,Bangla,yes,hate_speech,4,0.81
You are so stupid,1,Bangla,yes,bullying,5,0.86
Tmi ki ba bujho,1,Mixed,yes,hate_speech,3,0.98
You are so stupid,1,Mixed,yes,bullying,5,0.85
You are so stubid,1,English,yes,hate_speech,4,0.95
You are so otupid,1,Mixed,yes,hate_speech,5,0.8
You are so stupid,1,Bangla,yes,bullying,4,0.91
You are so stupid??,1,Mixed,yes,bullying,5,0.98
Tmi ki ba bujho,1,Bangla,yes,hate_speech,4,0.77
Eta pura nonsense,1,English,yes,hate_speech,5,0.75
Tmi ki ba bujho!!!,1,Mixed,yes,hate_speech,5,0.85
Yxu are so stupid...,1,Bangla,yes,bullying,5,0.77
Eta pura nonsense,1,English,yes,hate_speech,3,0.93
You are soCstupid 😂,1,Mixed,yes,bullying,5,0.97
Eta pura nonseise 😂,1,Bangla,yes,hate_speech,3,0.85
Eta pura nonsensO?? 😤,1,English,yes,hate_speech,4,0.81
You are so stuDid,1,Bangla,yes,hate_speech,5,0.85
Eta pura nonsense,1,Mixed,yes,hate_speech,4,0.92
Eta pura nonsense,1,English,yes,hate_speech,4,0.75
You are so stupid,1,English,yes,bullying,5,0.89
Tyi ki ba bujho??,1,Mixed,yes,hate_speech,3,0.9
You are so stupid,1,Mixed,yes,bullying,5,0.9
Tmi ki ba bujho...,1,Bangla,yes,hate_speech,4,0.81
You are so stupid??,1,Mixed,yes,bullying,4,0.92
You are so stupid...,1,English,yes,bullying,5,0.77
Tmi ki ba bujho...,1,English,yes,hate_speech,3,0.8
You are so stupid,1,Bangla,yes,bullying,3,0.96
Eta pura noWsense??,1,English,yes,hate_speech,4,0.93
You are so stupid,1,English,yes,bullying,4,0.75
Tmi ki ba bujho,1,Bangla,yes,hate_speech,3,0.81
