sentence,hate,category,is_harassment,harassment_type,severity,confidence_score
You are the worst human,1,online_comment,yes,hate_speech,4,0.94
SLame on you,1,online_comment,yes,hate_speech,5,0.84
Shame on you!!!,1,online_comment,yes,hate_speech,5,0.94
Shamy on you 😂,1,online_comment,yes,hate_speech,5,0.83
You are the worst human,1,online_comment,yes,hate_speech,4,0.79
You are the worst human?? 😂,1,online_comment,yes,hate_speech,4,0.76
Shame on you,1,online_comment,yes,hate_speech,5,0.84
You are the worst human 😂,1,online_comment,yes,hate_speech,5,0.97
Shame on you,1,online_comment,yes,hate_speech,5,0.81
Disgusting behavior..,1,online_comment,yes,hate_speech,3,0.8
You are the worEt human 😡,1,online_comment,yes,hate_speech,3,0.98
Disgusting Yehavior?? 😂,1,online_comment,yes,hate_speech,3,0.76
You are the worst human 😡,1,online_comment,yes,hate_speech,4,0.94
whame on you!!!,1,online_comment,yes,hate_speech,5,0.83
Disgusting behavior!!!,1,online_comment,yes,hate_speech,4,0.76
Shame on you,1,online_comment,yes,hate_speech,4,0.97
You are the worst human,1,online_comment,yes,hate_speech,4,0.78
You are the worst human??,1,online_comment,yes,hate_speech,5,0.88
DisgusBing behavior!!!,1,online_comment,yes,hate_speech,3,0.82
DisgustingPbehavior,1,online_comment,yes,hate_speech,5,0.77
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.76
You are the worst human,1,online_comment,yes,hate_speech,4,0.78
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.77
You are the worst human..,1,online_comment,yes,hate_speech,4,0.93
You are the worst human 🤮,1,online_comment,yes,hate_speech,3,0.87
Disgusting behavior??,1,online_comment,yes,hate_speech,3,0.83
Disgusting behavior..,1,online_comment,yes,hate_speech,3,0.85
Youpare the worst human,1,online_comment,yes,hate_speech,5,0.97
Shame on you,1,online_comment,yes,hate_speech,4,0.97
DisgustEng behavior,1,online_comment,yes,hate_speech,5,0.92
You are the worst human??,1,online_comment,yes,hate_speech,3,0.96
Shame on you.. 😡,1,online_comment,yes,hate_speech,4,0.83
Shame on you.. 😂,1,online_comment,yes,hate_speech,3,0.84
Shade on you,1,online_comment,yes,hate_speech,4,0.9
Shame on yGu??,1,online_comment,yes,hate_speech,4,0.9
Disgusting behavior!!!,1,online_comment,yes,hate_speech,5,0.87
Shame od you!!! 🤮,1,online_comment,yes,hate_speech,5,0.85
You arl the worst human 😡,1,online_comment,yes,hate_speech,3,0.99
Shame on you!!!,1,online_comment,yes,hate_speech,5,0.95
Shame on you,1,online_comment,yes,hate_speech,5,0.85
Disgusting behavior!!! 😡,1,online_comment,yes,hate_speech,5,0.92
Disgusting behavior??,1,online_comment,yes,hate_speech,4,0.81
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.77
You are the worst human 🤮,1,online_comment,yes,hate_speech,3,0.83
Jisgusting behavior,1,online_comment,yes,hate_speech,4,0.85
Shame on you..,1,online_comment,yes,hate_speech,4,0.75
You are the worst hxman,1,online_comment,yes,hate_speech,5,0.95
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.84
You arE the worst human,1,online_comment,yes,hate_speech,3,0.89
Disgusting behavior??,1,online_comment,yes,hate_speech,3,0.77
Disgusting behavior??,1,online_comment,yes,hate_speech,4,0.79
Shame on you 🤮,1,online_comment,yes,hate_speech,5,0.96
Disgusting behavioS,1,online_comment,yes,hate_speech,5,0.9
Sname on you 😂,1,online_comment,yes,hate_speech,4,0.98
Shame on you!!! 😡,1,online_comment,yes,hate_speech,3,0.99
Shame on you.. 😡,1,online_comment,yes,hate_speech,4,0.84
Shame on you 🤮,1,online_comment,yes,hate_speech,5,0.82
Shame on you,1,online_comment,yes,hate_speech,5,0.96
You are the worst human 😂,1,online_comment,yes,hate_speech,4,0.99
Disgusting behavior??,1,online_comment,yes,hate_speech,3,0.9
Shame on you,1,online_comment,yes,hate_speech,4,0.94
Shame on you 😡,1,online_comment,yes,hate_speech,3,0.94
Youzare the worst human!!!,1,online_comment,yes,hate_speech,3,0.84
rhame on you,1,online_comment,yes,hate_speech,4,0.89
You are the woEst human,1,online_comment,yes,hate_speech,4,0.95
ShLme on you..,1,online_comment,yes,hate_speech,3,0.92
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.76
Shame onqyou 😡,1,online_comment,yes,hate_speech,3,0.83
Shame on you,1,online_comment,yes,hate_speech,3,0.78
You are the worst human,1,online_comment,yes,hate_speech,5,0.81
Chame on you..,1,online_comment,yes,hate_speech,4,0.97
You are the worst human 🤮,1,online_comment,yes,hate_speech,3,0.76
Disgusting bWhavior??,1,online_comment,yes,hate_speech,4,0.8
Shame on you 😂,1,online_comment,yes,hate_speech,3,0.82
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.9
Disgusting behavior??,1,online_comment,yes,hate_speech,4,0.88
Smame on you,1,online_comment,yes,hate_speech,3,0.8
Shame on you.. 😂,1,online_comment,yes,hate_speech,3,0.79
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.81
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.87
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.82
Shame on you,1,online_comment,yes,hate_speech,5,0.98
Disgusting behavior 😂,1,online_comment,yes,hate_speech,3,0.86
Shame on Xou 🤮,1,online_comment,yes,hate_speech,5,0.76
Dixgusting behavior!!!,1,online_comment,yes,hate_speech,5,0.93
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.83
Shame on you!!!,1,online_comment,yes,hate_speech,3,0.91
DisFusting behavior,1,online_comment,yes,hate_speech,5,0.82
You are the worst humap..,1,online_comment,yes,hate_speech,3,0.89
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.94
You are the womst human,1,online_comment,yes,hate_speech,4,0.97
Shame on you 😡,1,online_comment,yes,hate_speech,5,0.81
You are the worst human,1,online_comment,yes,hate_speech,5,0.83
Shame on you,1,online_comment,yes,hate_speech,3,0.86
You are the worst human??,1,online_comment,yes,hate_speech,3,0.97
You are the worst human,1,online_comment,yes,hate_speech,5,0.97
You are the worst human 😡,1,online_comment,yes,hate_speech,5,0.77
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.78
Disgrsting behavior??,1,online_comment,yes,hate_speech,4,0.87
Shame on you 😡,1,online_comment,yes,hate_speech,3,0.78
Disgusting behavior..,1,online_comment,yes,hate_speech,4,0.83
Ohame on you..,1,online_comment,yes,hate_speech,3,0.79
You are the worst human,1,online_comment,yes,hate_speech,3,0.9
You are the wxrst human,1,online_comment,yes,hate_speech,3,0.98
Shame on you 😂,1,online_comment,yes,hate_speech,4,0.99
Disgusting behaviou?? 😡,1,online_comment,yes,hate_speech,5,0.84
Disgustinr behavior 😡,1,online_comment,yes,hate_speech,5,0.89
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.96
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.78
Shame on you,1,online_comment,yes,hate_speech,3,0.92
rhame on you!!! 🤮,1,online_comment,yes,hate_speech,5,0.85
You are the worst husan,1,online_comment,yes,hate_speech,4,0.8
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.85
Shamz on you,1,online_comment,yes,hate_speech,3,0.77
You are the worst human 🤮,1,online_comment,yes,hate_speech,3,0.92
Shame on you,1,online_comment,yes,hate_speech,4,0.81
You are the worst human,1,online_comment,yes,hate_speech,4,0.82
Shame on you??,1,online_comment,yes,hate_speech,4,0.78
Shame on you,1,online_comment,yes,hate_speech,3,0.96
Shame on you??,1,online_comment,yes,hate_speech,5,0.87
You are the worst human,1,online_comment,yes,hate_speech,5,0.89
You are the worst human,1,online_comment,yes,hate_speech,4,0.89
Disgusting behavior.. 🤮,1,online_comment,yes,hate_speech,5,0.85
Shame on you 😡,1,online_comment,yes,hate_speech,5,0.8
Shame on you,1,online_comment,yes,hate_speech,4,0.93
Shamk on you,1,online_comment,yes,hate_speech,4,0.78
You are the worst human,1,online_comment,yes,hate_speech,3,0.77
You are the worst human,1,online_comment,yes,hate_speech,3,0.92
You are the worst human,1,online_comment,yes,hate_speech,3,0.8
Disgusting behavior!!! 😡,1,online_comment,yes,hate_speech,3,0.82
Disgusting behavior 😂,1,online_comment,yes,hate_speech,5,0.86
Shame on you..,1,online_comment,yes,hate_speech,5,0.86
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.92
DisgustFng behavior 😂,1,online_comment,yes,hate_speech,3,0.9
Shame on you..,1,online_comment,yes,hate_speech,4,0.9
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.92
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.82
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.83
You are the worst huVan,1,online_comment,yes,hate_speech,5,0.86
You are the worst human,1,online_comment,yes,hate_speech,4,0.82
Shame onHyou 😂,1,online_comment,yes,hate_speech,4,0.99
You are the worst human?? 🤮,1,online_comment,yes,hate_speech,5,0.95
You are the worst human..,1,online_comment,yes,hate_speech,3,0.79
SEame on you,1,online_comment,yes,hate_speech,5,0.75
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.76
Disgusting behalior!!!,1,online_comment,yes,hate_speech,3,0.81
Shame on you 🤮,1,online_comment,yes,hate_speech,5,0.78
You are the woEst human..,1,online_comment,yes,hate_speech,3,0.88
Shame oh you,1,online_comment,yes,hate_speech,3,0.96
Shame on yau,1,online_comment,yes,hate_speech,4,0.93
Shame on you.. 😡,1,online_comment,yes,hate_speech,3,0.8
Yvu are the worst human,1,online_comment,yes,hate_speech,5,0.85
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.87
You are the worst human 😂,1,online_comment,yes,hate_speech,3,0.94
You are the worst human,1,online_comment,yes,hate_speech,5,0.95
Disgusting behavior 😡,1,online_comment,yes,hate_speech,4,0.97
You are the worst human,1,online_comment,yes,hate_speech,4,0.87
Disgusting behavior??,1,online_comment,yes,hate_speech,5,0.92
Shame Sn you,1,online_comment,yes,hate_speech,5,0.78
You are the worst human,1,online_comment,yes,hate_speech,4,0.89
Disgusting behavioY..,1,online_comment,yes,hate_speech,3,0.81
You are the worst human??,1,online_comment,yes,hate_speech,5,0.85
ShamF on you!!!,1,online_comment,yes,hate_speech,3,0.9
Shame on you?? 🤮,1,online_comment,yes,hate_speech,5,0.81
You are the worst human??,1,online_comment,yes,hate_speech,4,0.76
You areQthe worst human?? 🤮,1,online_comment,yes,hate_speech,3,0.75
Shame on you??,1,online_comment,yes,hate_speech,3,0.76
Disgusting behavior 😂,1,online_comment,yes,hate_speech,5,0.75
Disgusting behavior 😂,1,online_comment,yes,hate_speech,3,0.78
DisgustNng behavior??,1,online_comment,yes,hate_speech,5,0.81
Shame on you,1,online_comment,yes,hate_speech,4,0.8
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.99
Shame on you 😡,1,online_comment,yes,hate_speech,5,0.82
Shame on you,1,online_comment,yes,hate_speech,3,0.78
Shame onxyou,1,online_comment,yes,hate_speech,5,0.88
ShameVon you,1,online_comment,yes,hate_speech,5,0.96
Shame on you 🤮,1,online_comment,yes,hate_speech,5,0.91
DisguZting behavior,1,online_comment,yes,hate_speech,4,0.82
Shame on you,1,online_comment,yes,hate_speech,3,0.88
Shame on you 🤮,1,online_comment,yes,hate_speech,4,0.92
Shame on you,1,online_comment,yes,hate_speech,5,0.92
Shame on yoi,1,online_comment,yes,hate_speech,5,0.91
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.96
Shame on you??,1,online_comment,yes,hate_speech,4,0.96
Disgusting behavior.. 😂,1,online_comment,yes,hate_speech,3,0.89
DiUgusting behavior 😂,1,online_comment,yes,hate_speech,5,0.85
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.9
You are the worst human,1,online_comment,yes,hate_speech,5,0.95
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.75
Shame on you,1,online_comment,yes,hate_speech,3,0.99
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.79
You are the worst human,1,online_comment,yes,hate_speech,3,0.86
Shame Mn you 😂,1,online_comment,yes,hate_speech,4,0.96
Shame on yoU 🤮,1,online_comment,yes,hate_speech,5,0.8
You are the worst human!!! 😂,1,online_comment,yes,hate_speech,4,0.86
Shame on you,1,online_comment,yes,hate_speech,4,0.78
Disgusting behDvior,1,online_comment,yes,hate_speech,3,0.84
Shsme on you 😡,1,online_comment,yes,hate_speech,5,0.79
Disgusting behavior 🤮,1,online_comment,yes,hate_speech,5,0.84
Shame on iou??,1,online_comment,yes,hate_speech,3,0.84
Shame on you 😂,1,online_comment,yes,hate_speech,5,0.99
Shame on you,1,online_comment,yes,hate_speech,3,0.99
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.78
Shame on you,1,online_comment,yes,hate_speech,4,0.92
Shame Dn you,1,online_comment,yes,hate_speech,3,0.76
You are the worst human!!!,1,online_comment,yes,hate_speech,4,0.76
Shame on you 🤮,1,online_comment,yes,hate_speech,4,0.78
You are the worst human,1,online_comment,yes,hate_speech,3,0.98
Shame on you 😂,1,online_comment,yes,hate_speech,4,0.98
Shame on Dou,1,online_comment,yes,hate_speech,5,0.8
Shame Gn you!!!,1,online_comment,yes,hate_speech,4,0.79
Shame oM you,1,online_comment,yes,hate_speech,3,0.81
Shame on you 😡,1,online_comment,yes,hate_speech,5,0.87
Srame on you 😂,1,online_comment,yes,hate_speech,5,0.89
Disgusting behavior.. 🤮,1,online_comment,yes,hate_speech,4,0.8
Shame on you,1,online_comment,yes,hate_speech,5,0.93
Shamg on you..,1,online_comment,yes,hate_speech,3,0.82
Shaze on you 🤮,1,online_comment,yes,hate_speech,5,0.97
Shame on you,1,online_comment,yes,hate_speech,4,0.91
You are the worst human,1,online_comment,yes,hate_speech,4,0.85
You are the worst human??,1,online_comment,yes,hate_speech,5,0.94
Shame on you!!! 😡,1,online_comment,yes,hate_speech,3,0.95
You are the worst human,1,online_comment,yes,hate_speech,3,0.82
Shame on you..,1,online_comment,yes,hate_speech,4,0.83
You are the worst hfman,1,online_comment,yes,hate_speech,4,0.97
You are the worst Auman..,1,online_comment,yes,hate_speech,3,0.79
Shame on you 😂,1,online_comment,yes,hate_speech,5,0.76
You are the worst human 😡,1,online_comment,yes,hate_speech,5,0.86
You are the worSt human 😡,1,online_comment,yes,hate_speech,5,0.94
You are Mhe worst human..,1,online_comment,yes,hate_speech,5,0.94
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.97
Shame on yoB 🤮,1,online_comment,yes,hate_speech,4,0.88
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.77
You are the worst human 😡,1,online_comment,yes,hate_speech,5,0.89
Shame on you,1,online_comment,yes,hate_speech,3,0.94
You are the worst human,1,online_comment,yes,hate_speech,3,0.77
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.79
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.75
Shame on you 😂,1,online_comment,yes,hate_speech,5,0.89
You are the worst human??,1,online_comment,yes,hate_speech,4,0.96
Shame onWyou??,1,online_comment,yes,hate_speech,5,0.91
You are the worst human,1,online_comment,yes,hate_speech,4,0.99
Shame on you 😡,1,online_comment,yes,hate_speech,3,0.77
Shame on you 🤮,1,online_comment,yes,hate_speech,3,0.97
Shame on you!!!,1,online_comment,yes,hate_speech,4,0.95
cisgusting behavior??,1,online_comment,yes,hate_speech,4,0.83
Shamy on you,1,online_comment,yes,hate_speech,4,0.98
You are the worst human 😂,1,online_comment,yes,hate_speech,4,0.82
Disgusting behavior..,1,online_comment,yes,hate_speech,5,0.96
Disgusting behavior!!!,1,online_comment,yes,hate_speech,3,0.96
You are the worst human 🤮,1,online_comment,yes,hate_speech,5,0.93
Disgusting behTvior,1,online_comment,yes,hate_speech,4,0.89
Shame on you 🤮,1,online_comment,yes,hate_speech,5,0.78
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.88
Disgusting gehavior!!! 😂,1,online_comment,yes,hate_speech,3,0.84
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.94
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.93
You are the worsK human,1,online_comment,yes,hate_speech,4,0.97
You are the worst hudan,1,online_comment,yes,hate_speech,5,0.75
You are the worst human..,1,online_comment,yes,hate_speech,4,0.94
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.98
Shame on you 🤮,1,online_comment,yes,hate_speech,4,0.94
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.78
You are the worst human 🤮,1,online_comment,yes,hate_speech,3,0.77
DNsgusting behavior,1,online_comment,yes,hate_speech,4,0.76
You are Ihe worst human,1,online_comment,yes,hate_speech,4,0.9
You are the worst human 🤮,1,online_comment,yes,hate_speech,4,0.9
You are the worst human,1,online_comment,yes,hate_speech,5,0.99
Disgusting bahavior..,1,online_comment,yes,hate_speech,4,0.85
You are the worst human!!! 😂,1,online_comment,yes,hate_speech,3,0.83
You are the worst human!!! 😡,1,online_comment,yes,hate_speech,5,0.9
Uhame on you.. 🤮,1,online_comment,yes,hate_speech,5,0.95
Shame on you,1,online_comment,yes,hate_speech,3,0.97
Shame on you 😡,1,online_comment,yes,hate_speech,4,0.94
Rou are the worst human.. 😂,1,online_comment,yes,hate_speech,5,0.85
You are the worst huqan!!!,1,online_comment,yes,hate_speech,5,0.9
You are the worst human,1,online_comment,yes,hate_speech,5,0.96
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.87
Disgusting behavior 😡,1,online_comment,yes,hate_speech,5,0.8
Shame on you??,1,online_comment,yes,hate_speech,3,0.79
Shame on you..,1,online_comment,yes,hate_speech,4,0.75
Shame on you,1,online_comment,yes,hate_speech,3,0.92
Shame onnyou 😂,1,online_comment,yes,hate_speech,3,0.78
You are the worst human,1,online_comment,yes,hate_speech,5,0.81
Disgusting behavior 🤮,1,online_comment,yes,hate_speech,5,0.82
Shame on you,1,online_comment,yes,hate_speech,5,0.88
You aEe the worst human.. 😂,1,online_comment,yes,hate_speech,3,0.85
Shame on you,1,online_comment,yes,hate_speech,4,0.91
You are the worst human,1,online_comment,yes,hate_speech,5,0.76
You are the worst human??,1,online_comment,yes,hate_speech,5,0.78
Shame onPyou,1,online_comment,yes,hate_speech,3,0.87
You are the worst human??,1,online_comment,yes,hate_speech,4,0.83
Shame on you,1,online_comment,yes,hate_speech,3,0.82
You are the worst human.. 😂,1,online_comment,yes,hate_speech,5,0.77
You are the worst vuman!!!,1,online_comment,yes,hate_speech,3,0.96
Shame on yvu,1,online_comment,yes,hate_speech,5,0.92
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.78
Diqgusting behavior,1,online_comment,yes,hate_speech,3,0.77
Disgusting behavior??,1,online_comment,yes,hate_speech,5,0.98
Shame on you..,1,online_comment,yes,hate_speech,5,0.91
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.85
You are the worst human,1,online_comment,yes,hate_speech,5,0.92
Shame on you 🤮,1,online_comment,yes,hate_speech,3,0.93
Shame on you??,1,online_comment,yes,hate_speech,5,0.94
You are the worst human,1,online_comment,yes,hate_speech,3,0.86
You are the worst human!!!,1,online_comment,yes,hate_speech,5,0.85
Disgustingbbehavior,1,online_comment,yes,hate_speech,3,0.75
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.97
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.89
Disgusting behavior 😡,1,online_comment,yes,hate_speech,5,0.8
Shame onNyou 😡,1,online_comment,yes,hate_speech,5,0.97
You are the worst human 😂,1,online_comment,yes,hate_speech,5,0.97
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.99
You Gre the worst human,1,online_comment,yes,hate_speech,5,0.96
Shame on you,1,online_comment,yes,hate_speech,5,0.99
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.81
Ybu are the worst human,1,online_comment,yes,hate_speech,3,0.95
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.95
Disgusting behavior!!!,1,online_comment,yes,hate_speech,3,0.81
Youqare the worst human 😂,1,online_comment,yes,hate_speech,3,0.77
You are the worst human,1,online_comment,yes,hate_speech,3,0.99
Disgusting behavior 😡,1,online_comment,yes,hate_speech,3,0.82
You are the worst human,1,online_comment,yes,hate_speech,4,0.96
Shame on you!!! 😂,1,online_comment,yes,hate_speech,5,0.75
You are the worst human,1,online_comment,yes,hate_speech,3,0.76
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.86
Shame on you,1,online_comment,yes,hate_speech,3,0.81
DMsgusting behavior!!!,1,online_comment,yes,hate_speech,4,0.92
You are the worst human,1,online_comment,yes,hate_speech,3,0.89
You are the worst human,1,online_comment,yes,hate_speech,5,0.77
You areFthe worst human,1,online_comment,yes,hate_speech,5,0.79
You are the worst human 🤮,1,online_comment,yes,hate_speech,4,0.84
You are the worst human 😂,1,online_comment,yes,hate_speech,5,0.79
You are the worst human,1,online_comment,yes,hate_speech,5,0.94
Shame on you.. 🤮,1,online_comment,yes,hate_speech,3,0.85
You are the worst human,1,online_comment,yes,hate_speech,5,0.77
Disgusting behavior 🤮,1,online_comment,yes,hate_speech,3,0.87
You are thx worst human!!! 😂,1,online_comment,yes,hate_speech,4,0.77
ShSme on you 😂,1,online_comment,yes,hate_speech,5,0.78
You are the worst human,1,online_comment,yes,hate_speech,3,0.81
You are the worst human,1,online_comment,yes,hate_speech,5,0.96
Disgusting behavior!!!,1,online_comment,yes,hate_speech,3,0.97
Disgusting pehavior..,1,online_comment,yes,hate_speech,4,0.95
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.83
Shame on you 😂,1,online_comment,yes,hate_speech,5,0.82
Disgusting behavOor 😂,1,online_comment,yes,hate_speech,3,0.88
Disgusting behavior 😡,1,online_comment,yes,hate_speech,5,0.92
Disgusting behavior 😂,1,online_comment,yes,hate_speech,4,0.99
Shame on yCu??,1,online_comment,yes,hate_speech,3,0.78
You are the worst human 😂,1,online_comment,yes,hate_speech,5,0.76
You are the worst human 😡,1,online_comment,yes,hate_speech,5,0.92
Shame Nn you..,1,online_comment,yes,hate_speech,5,0.95
Shame on you 🤮,1,online_comment,yes,hate_speech,3,0.95
Shame on you,1,online_comment,yes,hate_speech,3,0.91
Khame on you,1,online_comment,yes,hate_speech,3,0.98
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.87
Shame on you..,1,online_comment,yes,hate_speech,5,0.97
You are the worst human,1,online_comment,yes,hate_speech,5,0.98
Shame on you??,1,online_comment,yes,hate_speech,4,0.95
Disgusting behawior,1,online_comment,yes,hate_speech,4,0.82
You are the worst human,1,online_comment,yes,hate_speech,3,0.8
Shame on yxu,1,online_comment,yes,hate_speech,3,0.88
Disgusting behavior 🤮,1,online_comment,yes,hate_speech,3,0.86
Shame on you,1,online_comment,yes,hate_speech,3,0.96
Disgusting behavior!!!,1,online_comment,yes,hate_speech,3,0.77
You are the worst human,1,online_comment,yes,hate_speech,3,0.81
Shame on you,1,online_comment,yes,hate_speech,4,0.93
You are the worst human 🤮,1,online_comment,yes,hate_speech,4,0.77
Shame on you,1,online_comment,yes,hate_speech,4,0.83
Shaxe on you 😂,1,online_comment,yes,hate_speech,5,0.84
Disgusting behavior!!!,1,online_comment,yes,hate_speech,5,0.9
Shame on you,1,online_comment,yes,hate_speech,3,0.79
You fre the worst human,1,online_comment,yes,hate_speech,4,0.96
Shame on Pou,1,online_comment,yes,hate_speech,5,0.86
Shame on you,1,online_comment,yes,hate_speech,5,0.97
Shame on you 😂,1,online_comment,yes,hate_speech,4,0.86
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.82
You are the worst human,1,online_comment,yes,hate_speech,5,0.78
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.75
Disgusting bXhavior..,1,online_comment,yes,hate_speech,5,0.88
You are the worst human..,1,online_comment,yes,hate_speech,4,0.78
Shame on you,1,online_comment,yes,hate_speech,5,0.84
Shame on you??,1,online_comment,yes,hate_speech,4,0.89
You are the worst human..,1,online_comment,yes,hate_speech,5,0.82
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.79
You are the worst human,1,online_comment,yes,hate_speech,4,0.94
Shame on you,1,online_comment,yes,hate_speech,5,0.98
Shame on you??,1,online_comment,yes,hate_speech,4,0.77
Disgusting behavior 😡,1,online_comment,yes,hate_speech,4,0.79
Disgusting behacior??,1,online_comment,yes,hate_speech,5,0.98
You are the worst human,1,online_comment,yes,hate_speech,3,0.76
Shame on you,1,online_comment,yes,hate_speech,5,0.98
ShameXon you..,1,online_comment,yes,hate_speech,3,0.75
Disgusting behavior??,1,online_comment,yes,hate_speech,3,0.96
You are the worst human,1,online_comment,yes,hate_speech,5,0.82
You are the worst human!!!,1,online_comment,yes,hate_speech,3,0.98
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.83
Shame on you 😂,1,online_comment,yes,hate_speech,4,0.91
You are txe worst human..,1,online_comment,yes,hate_speech,3,0.77
Shame on you 😡,1,online_comment,yes,hate_speech,4,0.81
Shame on you,1,online_comment,yes,hate_speech,5,0.94
You are Nhe worst human..,1,online_comment,yes,hate_speech,4,0.88
Shame on you,1,online_comment,yes,hate_speech,3,0.97
Shame on you..,1,online_comment,yes,hate_speech,5,0.85
Shame on you,1,online_comment,yes,hate_speech,4,0.96
Disgustinh behavior,1,online_comment,yes,hate_speech,5,0.86
Youzare the worst human.. 😡,1,online_comment,yes,hate_speech,3,0.99
Shame on yoh 🤮,1,online_comment,yes,hate_speech,4,0.98
Disgusting benavior,1,online_comment,yes,hate_speech,5,0.83
You are the worst human??,1,online_comment,yes,hate_speech,5,0.96
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.95
Shame on you.. 🤮,1,online_comment,yes,hate_speech,5,0.8
Shame on you,1,online_comment,yes,hate_speech,5,0.9
You are the worst human 😡,1,online_comment,yes,hate_speech,3,0.77
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.95
Shame on you,1,online_comment,yes,hate_speech,3,0.79
You aresthe worst human 😂,1,online_comment,yes,hate_speech,3,0.77
You are the worst human,1,online_comment,yes,hate_speech,3,0.85
Shame on you,1,online_comment,yes,hate_speech,3,0.89
Shame on you,1,online_comment,yes,hate_speech,4,0.96
Shame on you,1,online_comment,yes,hate_speech,3,0.98
DiHgusting behavior!!!,1,online_comment,yes,hate_speech,5,0.86
Disgusting behavior,1,online_comment,yes,hate_speech,4,0.76
Disgusting behavior!!!,1,online_comment,yes,hate_speech,5,0.93
Disbusting behavior,1,online_comment,yes,hate_speech,3,0.89
Shame on ysu 😡,1,online_comment,yes,hate_speech,3,0.86
Shame on you,1,online_comment,yes,hate_speech,5,0.82
Wisgusting behavior 😡,1,online_comment,yes,hate_speech,5,0.87
Disgusting behavior..,1,online_comment,yes,hate_speech,5,0.83
Shame on you!!!,1,online_comment,yes,hate_speech,4,0.93
Shame on you,1,online_comment,yes,hate_speech,3,0.88
Shame on you,1,online_comment,yes,hate_speech,5,0.96
Disgusting behavior??,1,online_comment,yes,hate_speech,3,0.88
Shame on yon 🤮,1,online_comment,yes,hate_speech,5,0.81
Shame on you 🤮,1,online_comment,yes,hate_speech,3,0.95
Shame on you,1,online_comment,yes,hate_speech,4,0.88
Lhame on you,1,online_comment,yes,hate_speech,3,0.8
ShaJe on you 😡,1,online_comment,yes,hate_speech,5,0.9
Shame on Dou??,1,online_comment,yes,hate_speech,3,0.84
You xre the worst human??,1,online_comment,yes,hate_speech,4,0.95
Shame on you 🤮,1,online_comment,yes,hate_speech,4,0.86
Disgusting behavior,1,online_comment,yes,hate_speech,3,0.92
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.77
DisgusRing behavior,1,online_comment,yes,hate_speech,4,0.85
Shame on you,1,online_comment,yes,hate_speech,4,0.99
DisguLting behavior..,1,online_comment,yes,hate_speech,3,0.94
Disgusting behavior??,1,online_comment,yes,hate_speech,4,0.79
Shame on you??,1,online_comment,yes,hate_speech,4,0.82
Disgusting behavior,1,online_comment,yes,hate_speech,5,0.83
