sentence,hate,harassment_type,severity
রাইট চাচা,0,none,1
সালা মালায়নের জাত কই কারে,1,hate_speech,3
হাত কেটে দেওয়া উচিত,0,none,2
ভালো হয়েছে শালা ধরে নিয়ে গেছে যে বাপ মা জনম দিলো তাদের গায়ে হাত দেওয়া হাত ভেঙে রেখে দিতে,1,bullying,3
"ছোটবেলায় বউজামাই খেলাতেও ভালো অভিনয় করছি আমি,, সালার পালতু সিনেমা",0,none,2
কিরে তাহেরি তুই বলে পীর তুই বড় শয়তান তুই মুনাফিক নাস্তিক এজিদতের ব শধর,1,hate_speech,3
দুই জনেরই সমান অপরাধী দুই জনেরই বাচ্চা সন্তান আছে কেনো এই কাজটি করলেন,0,none,1
অতীন্দ্র যদি সেদিন স্টেশন দিয়ে না যেত তাহলে রাণু দি আজ স্টেশন এই বসে থাকতো,0,none,2
পরিষ্কার একটা সন্ত্রাসী কান্ডকে এই শালা দালাল প্রভোস্ট ভূলবুজাবুজি বলে চালিয়ে দিতে চাইল। ছাত্রসমাজ জাগো। না হয় এই হারামজাদাগুলা একদিন সব চিবিয়ে খাবে। জাগো! জাগো! জাগো!,1,bullying,5
এর নাম কি নাটক,0,none,2
রিয়াদ ভাইয়ের ভাগ্য খারাপ,0,none,1
এই দারিয়ালা মাদারচোদ কে ওকে তো আমি কোনোদিনোও টিভিতে দেখি নাই,1,sexual_harassment,4
পাপন খানকির পোলা একটা ভারতের বীজ,1,bullying,5
পাপনের দুই গালে জুতা মারেন,0,none,2
আমার গার্ল ফ্রেন্ডের এসথন ঝুলে গেছে এখন কি করতে পারি আমি,0,none,1
লাত্তি মার এই বুইড়া আবালগুলারে,1,threat,5
বান্ধির পুত তরে পাইলে মখের ভিতর ধন খাওয়াইতাম।।।,1,hate_speech,5
ইয়ারপুট কাদের টাকায় চলে প্রবাসিদের টাকায় চলে আর ওইকানে কাজকরে গুজখুর পুলিশেরা আর আমাদেরকে বলিস বালের কামলা সালার বেটারা,0,none,2
"মাছের পচন শুরু হয় মাথা দিয়ে, গাছের পচন শুরু হয় পাতা দিয়ে আর মানুষের পচন শুরু হয় বিবেক দিয়ে। আপনি পচে গেছেন স্যার।",0,none,2
রুবেলের যায় গায় যদি আপনে হতেন তখন কি করতেন যারা রুবেল কে খালি দিতেছেন.......?????,0,none,2
সে নিজে দোষি তাই তার মুখ দিয়া কথা বের হচ্ছে না,0,none,2
তোর দরকার আমাকে বলতে আমি লাগাতাম,0,none,2
এটা কার বই থেকে কপি বা অনুবাদ করা জানাবেন পিলিগ! যেখানে সেখানে মানবতা পুন্দান কেরে?,0,none,2
তাকে আবার কে চুদলো 😋,1,hate_speech,4
আগে জানতাম ওনি নারীদের কাছে অনেক প্রিয় একজন নেতা। এখন জানতে পারলাম ওনি ঘড়িদের কাছেও জনপ্রিয় নেতা। ঘড়ি বনাম তরুণী ওবায়দুল কাদের।,0,none,1
এই মাদার চোদের বাড়ি কোথায়,1,sexual_harassment,4
তোর দুজনের মাকে চুদি খানকির পোলা বেজন্মা বেস্শা খানিক মাগী,1,hate_speech,3
মোদি একটা শুয়োরের বাচ্চা,1,hate_speech,3
এই ছবি শুধু পিংকি চলচিচএ বানাইতে পারে কেননা শরীফ উদিদন খান দিপু সাহেব একজন ভালো পরিচালক,0,none,2
যেই দেশের সরকার পরকীয়া করে সেই দেশের আইনজীবীরা কি করবে না এটা কি কথা হলো এটাতো একটা স্বভাবিক। আর বাংলাদেশের সবাই হিজড়া হয়ে গেছে আর সব কান্ড মন ভরে উপভোগ করছে। কিনতু কারো কোনো মাথা ব্যাথা নাই। আরে গাধারা দেশটা তো ধংস হয়ে যা তুমরা চাইলে সবাই এক হও দেখবে দেশটিনিয়ন্ত্রণেআসবে।,0,none,1
সেউয়ার নায়িকা,1,hate_speech,4
বালের নায়ক... বালের ছবি... বালের পরিচালক... বালের অভিনয়..,1,hate_speech,3
আল্লাহ তুমি তাদের শাস্তি দাও।।।না হয় হেদায়াত দান কর,0,none,2
তোরে কাছে পাইলে শুয়ার দিয়া চুদাইতাম,1,hate_speech,4
কষ্ট লাগে এগুলি দেখলে,0,none,1
"আমার মেয়ের বয়স ৬ বছর.....  pls,  স্যার কিছু একটা করুন... নিয়মটা পাল্টে দিন.....  মেয়েকে যেনো psc/ jsc অত্যাচার  না পেতে হয়।।",0,none,1
বাংলাদেশের পরিচালক গুলো নটির ছেলে।আর নায়িকা গুলো আরো নটি মাগি,1,hate_speech,5
"মোগো মোশারফ ভাই নাই,তাই কোনো মজাও নাই,,",0,none,2
ভাই ভাইরাল,0,none,2
আমার তো চিন্তা হয় এই নাস্তিকদের নিয়ে তারাতো জাহান্নামে যাবে তারা বুঝতে চাইচেনা আর প্লান করে নাস্তিক এক মুসলিম বসাইচে একসাথে আল্লাহ তাআালা মামুনুল হককে হায়াত বাড়িয়ে দিক এবং তাকে নাস্তিকদের সাথে লড়ার তৌফিক দিন আমিন।,0,none,2
এই সব ভন্ডামি বন্ধ কর পাপন আমরা ভাল করে জানি সিলেট কে উপরে উঠতে দিবে না,0,none,2
আমি বাংলা ভিডিও খুব একটা দেখিনা কিন্তু এই গানটা প্রশংসার দাবি রাখে । বিশেষ করে ঐশির শুরুতে চিকন ভয়েসটার প্রেমে পড়ে গেলাম,0,none,1
নাটকের ভুল ত্রুটি ক্ষমার দৃষ্টিতে দেখবেন।।,0,none,2
কমেন্টগুলো পড়তে আসলাম। স্যার আপনিও আসেন।,0,none,1
ভাই ধরা পরলে চোর আর না ধরা পরলে সাধু তাই সবাই নিজের দিকটা চিন্তা করেন,0,none,1
ক্রিকেট বাংলাদেশের প্রাণতাই আমাদের সবার এক হয়ে প্রতিবাদ করা উচিৎ✌,0,none,1
ভাই তুই ঠিক আছোস তো?তোর মুখে দাড়ি টুপি কই তুই তো মালাউন এর বাচ্চা প্রতারক কথা কাজে মিল নেই মুকাফেক তুই পিকচার এ দিলি হাফিজুর রহমান এর পিকচার কিন্তু ভিডিও তে প্রুফ দিলি কই ? সালার চ্যানেলে সবাই রিপোর্ট মারো,1,threat,5
এই সব ডি সি মাদাসুদের জন্য বাংদেশে সুন্দরী কোন মেয়ে পাই নাই সব বুগ করতেছে। আর ঐ সব মগিরা উপরে উটার জন্য বছরের বুড়ার সাথে সুদা দিতে রাজি আছে। ধনে জোর থাক বা না থাক। প্রয়জনে নিয়ে সুয়ে থাকবে।তার পরেও উপরে উটতে হবে। আর এই সব ইছি ডি সির মত জত মাদার সুধরা আছে। বাংলাদের সুন্দরী মেয়েদেরকে ভোগ করতেছে। সুনার বাংলা একন আর নেই বুধার বাংলা হয়ে গেছে।,1,threat,5
"এতদিন সবাই আপনার বিরুদ্ধে কথা বললেও কখনো একটা খারাপ কথা আপনাকে নিয়ে বলিনি . .সর্বদা সাপোর্ট করে এসেছি..কেউ আপনাকে নিয়ে খারাপ কিছু বললে তার প্রতিবাদ করেছি কিন্তু আজকে আপনি আপনার ছাত্রসমাজ,আপনার ভক্তদের অনেকটা ছোট করে দিলেন এই পোস্টের মাধ্যমে😞 অধিকারের জন্য লড়াই করলে কি রাজাকার আখ্যা পেতে হয় স্যার? আপনার এই পোস্ট করার কারণ টা বুঝলাম না ...বুঝতে পারলাম না কেন ছাত্রসমাজকে ""রাজাকার"" বলে আখ্যায়িত করলেন!😞",0,none,2
হাছানুল হক তো রাজা কার,0,none,1
ছিহ একবারও তোরা ভাবলিনা নুসরাত ও তোদের মত একজন মানুষ। কারো মায়ের সন্তান। এবার তোরা মজা বোঝ।,0,none,1
"স্যার ধন্যবাদ, লেখাটির জন্য, কিছু সত্য কথা উপস্থাপনার জন্য এই গুলি যে দূর্ঘটনা না হত্যা সেটা বলার জন্য দোষ বাস মালিকদের বেশী সেটা বলার জন্য মামলা হয় শুধু ড্রাইভারের বিরুদ্ধে কিন্তু সেটা ঠিক না কারন অাসল কালপ্রিট বাসের মালিক তার বিরুদ্ধেও মামলা হওয়া উচিত। সর্বশেষে বাংলাদেশের মানুষের কাছে অাপনি  কত ইমপোরটেন্ট তা এই ২/৩ দিনে বুঝা গেছে কারন অাপনার একটি মন্তব্যের জন্য অাপনার একটি লেখার জন্য বাংলার মানুষের সে কি হাহাকার। সেই জন্য অাপনার মত দিব্যি সুস্থ মানুষকে মেরে প্রযন্ত ফেলেছে। তবুও ভালো লেগেছে অাপনার প্রতি তাদের এই ভালোবাসা দেখে। তাদেরকে ধন্যবাদ তারা এত শিক্ষিত কিন্তু তাদের ভাষার প্রয়োগে যথেষ্ট নোংরামি ত্যাগ করতে না পারার জন্য।",0,none,1
মাছের মায়ের পুত্রশোক। ৫ দিন পরে আইছে ফাকিং চেতনা নিয়া,0,none,2
এই ভিডিওতে বুঝা যায় মুন্নি এই খুনিদের সাথে জড়িত আছে,0,none,1
শাবনুর মহা নায়িকা,0,none,2
ডাইটা মাগী চামচামী আর কত করবি একদিন ইনডিয়ানেরাও তোদের বাচাতে পারবেনা।নির্লজ্জ বেলাহেজ ভোটচোর,1,hate_speech,3
দেশ এখন একনায়কতন্ত্র শাসন চলছে দুই টাকার কাজ শত টাকায় উন্নায়নের জোয়ার বয়ে গেছে যদি এমন ইনকাম কারো থাকে তার এমন শখ সাধারণ ব্যাপার,0,none,1
স্যাটেলাইটস আকাশে না দিয়ে পোষ্ট দাতার পাছায় সাপোসিটার হিসাবে ঢুকানো উচিৎ ছিল :(,0,none,2
নাটক টা অনেক সুন্দর হয়েছে।।।,0,none,2
লুইচ্চা রা যেখানে সেখানে লুইচচামী করে এবং করতেই থাকবে এদের লাজ লজ্জা বলতে কিছুই নেই।,1,hate_speech,5
শুয়োর বাচ্চা তুই একটা। আমরা এড বড় বিপদ থেকে বেঁচে গেলাম। দেখলাম না তোর একটা পোষ্ট।,1,hate_speech,3
রিফাত ফরাজির ফাঁসি চাই এই কুলাংগার মায়ের কুলাংগার সন্তান কুখ্যাত খুনি এবং মিন্নি ডাইনি সহ মিন্নি হলো সমাজের কাল সাপ,1,hate_speech,3
রিফাত নয়ন দুজনই একটি নির্দিষ্ট মাগীর গুদের প্রতি আসক্ত হয়ে পড়েছিল। পুরুষের যৌন ঈর্ষা এই রকমেরই ভয়ানক হয় যা মুন্নী মাগী এবং তার সর্বদা পিচ্ছিল যৌন গহ্বর সেটা উপলব্ধি করতে পারেনি। ফল স্বরূপ এই ঘটনা। মাগীটা শাস্তি না পেলে নতুন ল্যাওড়ার সন্ধানে থাকবে। আপনাদের কারুর সমসময় যদি ঠাটিয়ে বাঁশ হয়ে থাকে তাহলে সুযোগ সন্ধানী হয়ে উঠুন। সুযোগ আসবে চাষ করার। নোংরা দেশ বাঁড়া।,1,sexual_harassment,5
মুরগি চোরার বর কথা,0,none,2
পেছন দিয়ে বাসদিয়ে সামনে এসে মিস্টি কথা। পাপন কাক্কু ধংস অনিবার্জ,0,none,1
এখন তো কোনটাই নাই।,0,none,1
নাস্তিক কুওার বাচ্চা,1,hate_speech,5
বাপ যেমন লুইচ্ছা মেয়ে ও তেমন লুইচ্ছি,1,hate_speech,5
? পর থেকে ? মাঝ খানে ? মিনিট সেকেন্ড সময় টুকো এ নেই । প্রথম আলো কে বলছি এই অংশটুকু আপনাদের আমরা দেখতে চাই। মনে হচ্ছে এখানেই কোন ঘটনা লুকিয়ে আছে যা আপনারা লুকাতে চাচ্ছেন।,0,none,1
জাফর এক বাল👌,1,hate_speech,3
এটাই বাংগালি জাতির ধরমো নিজেরা কিচু করতে পারেনা আরেক জনকে নিয়ে সমলোচনা করতে পারে ঠিকি,0,none,2
জারজ স্যর আমি আসি কমেন্ট পরতে জানতে ইচ্ছে করে বমি কি স্যর।,1,bullying,3
সানাই তোরে চুদবো,1,hate_speech,3
আমাদের দেশে সবচেয়ে বেশি দুর্নীতিগ্রস্থ শিক্ষা খাত।এরা ছাএদের দিয়ে নির্মম একটা বাণিজ্য করে যাচ্ছে।যার কারণ হলো কোটি কোটি টাকা।কিন্তু এটার জন্য ছাএ-ছাএীদের যে দুর্ভোগ সেটা বিশ্ববিদ্যালয় প্রসাশন জানে তবুও কিছু টাকার জন্য এই সিস্টেমটা বন্ধ করছে না।বিশেষ করে ছাএীদের জন্য এটি খুবই কষ্টকর।থাকা খাওয়া থেকে শুরু করে পদে পদে তাদের বিপদে পড়তে হয়।,0,none,2
"আবালদের কমেন্ট পড়ে না হেসে পারলাম!আবাল আবুলের বাচছারাধর্ম নিয়ে তোদের এত চুলখানি!তা হলে ফেসবুক নাটক সিনেমা দেখছ কেন!সব কিচুতে ধর্মের চুলখানি,আবুলের বাচছা আবাল রা।",1,hate_speech,3
আয় হায় হোগায়েদুল সাহেবের কি হবে?,0,none,2
এই খানে কিছু ভন্ড ও মাজার পূজারী এসেছে।,0,none,2
দেওয়ানবাগী যেমন ভন্ড প্রতারক জাহান্নামে ঠিক তুমিও ভন্ড জাহান্নামী তার কারণ তুমি মানুষের মান সম্মান নিয়ে টানাটানি করো এই অধিকার আল্লাহ কাউকে দেয়নি আমিও দেওয়ানবাগীর ঘোরবিরোধী মোনাফেক,0,none,1
গাধার বাচ্চা জাফর ইকবাল,1,hate_speech,5
"ভান করা একটা অভিনয়, উনি যে রকম ভান করছেন, নেইমার উনার কাছে কিছুই না,সালার ভণ্ডামির একটা সীমা থাকা দরকার...",0,none,2
আপনি কথাটা মিথ্যা এটি একটি গুজব আমি হান্ডেট পার্সেন্ট সিওর,0,none,2
এডমিন একজন বানোয়াট অভিযোগকারি। কারন সে দেওয়ানবাগী হুজুরের নামে বানোয়াট এডিটিং করা ভিডিও ছেড়ে নিজের ইচ্ছেমত বানোয়াট মিথ্যা কথা বলতেছে।এডমিন হয়তো জানেন না কারো সম্পর্কে বানোয়াট অভিযোগ আননে কি হয়?দেখুন যে ব্যক্তি কোন গোষ্ঠীর বিরুদ্ধে কোন বানোয়াট অভিযোগ আনল সেযেন নিজেই নিজের স্থান জাহান্নামে করে নিল সহীহ বুখারী,0,none,1
অতীন্দ্র দা অনেক ভালো একটা কথা বলছে,0,none,2
খুব ভাল হইছে,0,none,1
সব করছে ওর বউ 👉👉👉 মিন্নীমাগি এর জন্য বেসি সুন্দরি বউ ভালো না মনে করেন কাল।সাপ ওর বউকে দেখলে।ই বুজা যায় কিছু লুকাচ্ছে,1,hate_speech,3
একজন পাপন হাজার সাকিব তৈরি করতে পারবে,0,none,1
ভাই কিছু বলবো কি,0,none,2
মিন্নি এই খুনের সাথে জড়িত। আমার প্রশ্ন তার স্বামীকে ওই ছেলে গুলো টেনে নিয়ে যাচ্ছে আর ওই মিন্নি ডান দিক বাম দিক তাকাচ্ছে কেন??? তার পর যখন তার স্বামীকে টেনে নিয়ে যাচ্ছে তখন সে তার স্বামীকে বাঁচাতে সে কোনো চেষ্টাই করলো না বরং সে আস্তে আস্তে ডান দিক বাম দিক তাকিয়ে তার স্বামীর দিকে গেল‌। আমি বুঝলাম না ডান দিক বাম দিক কি??? আমি বলতে পারি যে মিন্নি এই খুনের প্রধান পরিকল্পনা কারি। আমার আকুল আবেদন মিন্নির খুব তাড়াতাড়ি ফাশি চাই।।।।,0,none,2
তোমার হাত পাখার বাতাসে।ছবিটা সুন্দর। বাবার জন্য যুদ্ধ।,0,none,2
রাজনীতির পাওয়ার দেখিয়ে কোন অপরাধ করবেন না,0,none,1
সবাই ফাঁসি ফাঁসি বলে চিল্লাচ্ছে।ফাঁসি কি তোর মার হুগা থেকে বের হয়?যেভাবে মারসে সেভাবে কোপ দিয়ে মার চুদান্না পোলাগুলারে।,1,threat,3
পার্সওয়াডের বাজেট বেশী হলেও শাহেন শাহ সাথে যাইতে পারবে না,0,none,1
এই সব বাহেনচোদদের কারনেই তো ওয়েষ্ট ইন্ডিজের কাছে ৪৩ রানে অল আউট।,1,sexual_harassment,5
লুইচ্চামি করার ভিডিও থাকতেও তা খুতিয়ে দেখা লাগবে কেন,0,none,1
নিজে না খেয়ে কাদের কে খাইয়েছিলো কার জন্ন্য করেছিলো কস্ট অমানুষ গুলাদের আল্লাহ দুনিয়া থেকে উঠায়া নেয় না কেন ওদের জন্ন্য আজ নিজেদের লজ্জা লাগে,0,none,1
ভাই আগে তুমি ঠিক হও তার পরে ইসলাম প্রচার করো ধন্যবাদ সবার কেমন লাগেছে সেটা জানি না কিন্তু আমার মনে হচ্ছে তুমি ইহুদিদের দালাল,0,none,1
ভালোবাসার একজন মানুষ মিজান ভাই♥♥♥,0,none,2
বেটা হাদিস টা শামায়েলে দেখ বেয়াদব,0,none,2
অই অপরাধীদের থানায় নেওয়া হউক😂😂,0,none,2
সততাই মূলধন সততা ও নিষ্ঠার সাথে কাজ করলে দেশ ও জাতি সকলেরই ভালো হবে।,0,none,2
ভন্ড তর মারে চুদি,1,threat,3
কথায় আছে চোরের মায়ের বড় গলা আল্লাহ তুমি বিচার করো,0,none,1
ভাই অনেক ধন্যবাদ,0,none,2
তাই শেষ কথা বলে যাই পাকিস্তান জিন্দাবাদ আজাদ কাশ্মীর জিন্দাবাদ হিন্দুস্তান পুরোপুরি মুর্দাবাদ মুর্দাবাদ মুর্দাবাদ পাশাপাশি হিন্দুস্তান নিপাত যাক নিপাত যাক নিপাত যাক,0,none,2
তর বুদাই আগুন লাগাই দিব,0,none,2
মার হালাগোরে যানে জুয়ার যায়গা আবার ভাত খাইতে আসে ভাত খাওনের আর যায়গা পায়না যারা নিরঅপরাধ তাদের ছেড়ে দেন স্যার সিসি ক্যামেরা দেখেন কে কি জন্য এসেছে অপরাধিদের শাস্তির আওতাই নিয়ে যান,1,threat,4
ইন্ডিয়ান নিজেরা ত পাগল সালা দুনিয়ার সবাইকে পাগল মনে করে বাবর এর কাছে জমির অভাব ছিল তাই মন্দির এর উপর মসজিদ করেছেন পাগলের কথা সব এই সব যুক্তি মিথ্যে,1,hate_speech,3
শালার পুত আরেক বেটার গিবত না গেয়ে বেটার সাথে গিয়ে বাহাস কর তর বাপের বেটা হলে । তাহেরি হুজুর একজন মুফতি আর তুই কি? আর আব্বাসি হুজুরকে বলছ বন্ড শালা তুই বন্ড কোতাকানের পিচ্চি,1,bullying,3
ওরা নাস্তিক,0,none,1
পুরনোগুলোর তো খাওয়া শেষ এখন নতুন গুলো এসে আবার লুটে পুটে খাবে আর কি,0,none,1
শুয়ারের বাচ্চারা! এই জন্যে সবার উচিৎ বাংলাদেশের এইসব ফইন্নি মার্কা শো এর এডিশনে না যাওয়া। থার্ড ক্লাস সব জাজ দিয়ে বালের শো করে। কুত্তার বাচ্চারা।,1,threat,3
ইগু একটা মাগি এর বিচার চাই,1,hate_speech,4
উপর আর নিচ কি মাদার এর বাচ্ছা,1,hate_speech,3
আবাল চোদা পরিচালক কিচুই বুজলাম না কুনু কিচুই মিল নেই,1,sexual_harassment,4
আলুর দোষ ঢাকতে এবং চাষ করা শিখতে বিদেশী নটীদের কাছে ধরনা এবং আনন্দভ্রমণে যাচ্ছেন কুলা গুলা।,0,none,2
আলুর দোষ ঢাকতে! 🤣🤣🤣,0,none,1
তাহেরীর খ্যাতা কিলাই।,0,none,2
বালের হাইলাইট খেত হালারা বাউন্ডারির ভিডিও বানাচ আবর টচ দেখাচকেন ভুলে ভরপুর বালের ভিডিও বানাচ,0,none,2
অপু উকিল তুই একটা বেয়াদব মহিলা এবং মিত্থা বাদী,0,none,1
কিছু কলার নাই।।,0,none,1
সালমাম শাহ এর মত নায়ক নাই আর হবেও না,0,none,1
"স্যার, আপনার জন্য শ্রদ্ধা আর ভালবাসা অনিশেষ।  যে যাই বলুকনা কেন, যেভাবেই রি এ্যাক্ট দিক না কেন, ড.মোহাম্মদ জাফর ইকবাল বাংলাদেশের গর্ব, এটা কি কেউ মুছে ফেলতে পারবে বা পেরেছে এই সব সমালোচনা আর বাজে রি এ্যাক্ট দিয়ে ??? এটাই বাস্তবতা। আমরা বা  ড. মোহাম্মদ জাফর ইকবাল স্যার এগুলোতে কক্ষনই বিচলিত হইনা।",0,none,1
হাউর পোলা টাইটেল ঠিক কর ভিডিও,1,hate_speech,4
তোর মারে চুদি,1,threat,5
ফকিন্নির বাচ্চা,0,none,1
বাংলাদেশের ক্রিকেটার রা পাগল হয়ে গেছে,0,none,2
বালের বিচারক সব গুলোকে পাসায় লাত্তি মারা উচিত যে বালের বিচারক শালা খবিশ,1,threat,5
মিন্নি একটা পতিতা,1,hate_speech,4
আমার মনে হচ্ছে লোকটি গালি দেয় নি মুশফিক ভাই ভুল শুনছে,0,none,1
মোহাম্মদ বিন সালমান ইহুদির দালাল জামাল খাসুগির কুনি মোহাম্মদ বিনসালমান,0,none,2
অপু উকিল এর পুটকির মধ্যে কেরোসিন ঢেলে দেওয়া উচিত,1,hate_speech,3
মাগীরে সরকারি হিসেবে ঘোষণা করা হোক। সবাই মন মতো চুদবে। কোন টাকা দেওয়া লাগবে না।,1,hate_speech,4
নাস্তিকেরা সবসময় মিথ্যুক আর শয়তান এক নাম্বার। দুনিয়ার ময়লা আবর্জনা এরা সব নাস্তিক,1,hate_speech,3
না হেসে পারলাম না। হাহাহা হিহিহি,0,none,2
"আমার পিও নায়ক মান্না,",0,none,2
ঐ শালির বেটি কি একজনের জন্য ষোল জনের ফাঁসি হচ্ছে।ফুরিয়ে মারছে যে দেখছ নাই,1,threat,5
হট ভিডিও সেক্স করতে চাইলে আমার আইডি তে কন দাও ঃ,1,threat,3
কি নাটক এটা,0,none,1
নায়িকার অভিনয় শেখ হাসিনার মত ডাইনি,1,hate_speech,4
তাসকিন একটা ফালতু,0,none,1
এগুলো এখন পোষ্ট না করাই ভাল,0,none,2
আমাদের বর্তমান নেতাদের মাঝ থেকে কি ভালো কিছু আসতে পারে? না। পরবর্তী জেনারেশন এর জন্য প্রয়োজন রাজনীতি বহির্ভূত কিছু মেধাবী ও সত মানুষের।,0,none,2
এগুলো সব মাদার চোদের ফাসি চাই আর পিছুনে ব্যাগ ওয়ালা ওইপিচচকে দরে ফাসি ঝুলানো হক।,1,sexual_harassment,3
আপনাদের নিউজের তারেক দিচ্ছেন না কেন,0,none,1
ফালতু অপু উকিল,0,none,2
জাতী আজ লজ্জিত তোদের মতো মাদারচোদ গো কারনে এই মাদার চোদ তোর দনের কত পাওয়া রে বউর সাথে বড় জুর থাকতে পারছ তোর তো বউ আছে তাহলে আরেক জনের ধুদের দিকে পাছার দিকে নজর পরে কেন সালা কুকুরের বাচ্ছ,1,sexual_harassment,4
কারো কাছে মতিয়া আপার গালি দেয়ার ভিডিও থাকলে স্যারকে দেখান।,0,none,1
আরে মাগী তরও জায়গা নাই আলীগে,1,hate_speech,5
সব নাটক,0,none,2
সত্যি এই লোকগুলিকে কি যে করতে ইচ্ছে করছে।।আল্লাহ কিভাবে সহ্য করছে জানিনা,0,none,2
মানে মিছা কথা কইতে কইতে দলের কর্মীকে এত চাপাবাজ যে বানাইছে শেখ হাসিনা তো আগে তো জামাতের পাও ধইরা ছিল দেখছে যে যখন যে দুর্নীতিবাজ শয়তান আওয়ামী লীগ জামাত ইসলাম তখনই সরে গেছে আর এখন তারা রাজাকার যে কথায় আছে না পা চাটা গোলাম আমি লীগ যারা করে তারা হল পাচাটা গোলাম,0,none,2
"আমি এক গৃহযুদ্ধের মুখোমুখি দাঁড়িয়ে আছি।  সমূহ ক্ষতির ভয়ে হাতপা নাড়াচ্ছি না..  থানাকে তুমি পরিণত করেছ জল্লাদখানায়,  হাসপাতালগুলো ভরে গেছে কসাইয়ে ক্রসফায়ার আর গুমে দেশটাকে বানিয়েছ বধ্যভূমি।  তুমি আমার খাদ্যে ঢেলে দিচ্ছ বিষ, অথচ বলে বেড়াচ্ছ আমাকে খাওয়াচ্ছ মাগনা।  তুমি সব শিক্ষা দীক্ষা কেড়ে নিয়ে আমার  সন্তানদের ডাকাত দস্যু চোর লুটেরা  ছিনতাইকারী ধর্ষক বানাচ্ছ,  বলছ আমাকে শিক্ষা দিচ্ছ ।  তুমি তোমার কমিশনের জন্য আমার ঘরবাড়ি, চাষের জমি, মাছের নদী, লবণের মাঠ, বন তুলে দিচ্ছো বিদেশী বহুজাতিক বেনিয়াদের হাতে। আর এর গালভরা নাম দিয়েছ উন্নয়ন।  বিশ্ব বিদ্যালয়ে আমার সন্তানদের  শিক্ষার বদলে শেখাচ্ছ সন্ত্রাস। খাতা কলম কি বোর্ডের বদলে  তুমি হলের আলমারিগুলোতে সাজিয়ে রেখেছো  রামদা আর পর্ণোগ্রাফি।  আর কোটি কোটি জনগণকে তুমি  দাঁড় করিয়ে দিয়েছ গৃহযুদ্ধের সামনে। আমার সন্তানদের পিছে লেলিয়ে দিয়েছ আমার সন্তানদের। আমার সন্তানদের দিয়ে ধর্ষণ করাচ্ছ আমার মেয়েদের। তুমি এর নাম দিয়েছ প্রতিরোধ ?  ব্যাংক থেকে আমার হাজার কোটি টাকা  লোপাট হয়ে যায় তুমি চুপ।  রিজার্ভ ব্যাংকের বিলিয়ন ডলার চুরি হয়ে যায় তুমি চুপ।  শেয়ারবাজারের ক্ষুদ্র জামানতকারিদের  কাগজগুলো খেয়ে ফেলে তোমার গৃহপালিত উইপোকা তুমি চুপ।   একটি গৃহযুদ্ধের মুখোমুখি দাঁড়িয়েও আমি চুপ হয়ে আছি হাতপা নাড়াচ্ছি না ...  সমূহ ক্ষতির ভয়ে।  অথচ ক্ষতি যা হবার তা হয়েই যাচ্ছে হরদম  তুমি চেপে ধরেছ আমার কন্ঠনালী,  তুমি কেড়ে নিয়েছ আমার ব্যানার, তুমি কেড়ে নিয়েছ আমার লেখার খাতা ও কলম। আমার অব্যক্ত কথাগুলো বলার জন্য  তুমি আমাকে কোথাও দাঁড়াতেই দিচ্ছনা। আমার সমস্ত কথা বলার, প্রতিবাদ জানানোর ভাষাকে তুমি হত্যা করছ প্রতিদিন।  আর এর নাম দিয়েছ তুমি বাক-স্বাধীনতা। আর ক্রমশ ঠেলতে ঠেলতে আমাকে তুমি দাঁড় করিয়ে দিয়েছ গৃহযুদ্ধের মুখোমুখি।",0,none,2
কী রে মাঘী দিনে কয় কেজি করে দুধ বিক্রি করিছ।আমি কেজি নিব। তোর দুধের পায়েশ খেতে খুব ইচ্ছা করে।,1,hate_speech,5
নয়ন কে বাচানুর চেসটা,0,none,1
সালারা চোর,1,hate_speech,5
ভারতের মতো এদেশে ও দ্রুত সাজার আইন না করলে এমন অপরাধ বার বার হবে।,0,none,1
বেগম জিয়া এর সাথে কাউয়া কাদের এর তুলনা!! শুনেই হাসি আসতেসে।🤣🤣😂,1,hate_speech,5
এই সব খানগির ভাই ভন্ড কে গুলি করে মেরে শান্তি হয় না,1,hate_speech,5
আরে পাপন সাহেব গাজা খাইছেন নাকি?,0,none,1
"একদিন সাদা কাপড় পড়ে,<br />যেতে হবে অন্ধকার কবরে ।<br />তোমার সব কিছু পড়ে রবে দুনিয়াতে ,<br />একটু ভাবো মরন কালে তোমার সাথে কি যাবে ?<br />তাই আল্লাহকে ভয় করো ।",0,none,1
আমি লজ্জিত আমার জন্ম বাংলাদেশে নুরু ভাইয়ের জন্য দোয়া রইলো,0,none,1
ছি চি চি চি বাংলাদেশ নাম দরলে ল্যয লাগে,0,none,2
ইন্ডিয়া সিরিজ থাকার একমাত্র কারণ সাকিব,0,none,1
খালেদা জিয়াকে বাংলাদেশ লোক পছন্দ করে। আর আওয়ামিলীগ কে বাংলাদেশ লোক পছন্দ করে। কাদের কে ত জন্য লোক ও পছন্দ করেনা,0,none,1
গাজা খুর দালাল খানকীর পুলা চামছা কিছু দালাল ছেলেটা কে শুধু শুধু হয়রানি করলো,1,hate_speech,3
এই মাগী বাংলাদেশ থেকে সোনাগাছিতে এসেছে চোদন খেয়ে পয়সা কামাতে শালি হালালার পয়দা,1,sexual_harassment,4
