sentence,hate,harassment_type,severity
Tmi ki ba bujhu...,1,banglish_comment,3
Tocader e ja obostha??,0,banglish_comment,0
Tuji ekta idiot 😡,0,banglish_comment,0
vext time careful! 😡,0,banglish_comment,0
Ki jhamelacekta!,0,banglish_comment,0
Tomader e Ia obostha...,0,banglish_comment,0
Erokom loKjon society noshto kore,1,banglish_comment,3
Next Pime careful!,0,banglish_comment,0
Ki shamela ekta! 😡,0,banglish_comment,0
People like you ruin evervthing 🤮,0,banglish_comment,0
Tomar moyon noob ar nai,0,banglish_comment,0
Erokom abar korle dekre nebo,0,banglish_comment,0
Tmi ki ba bBjho,1,banglish_comment,3
You are brainCess??,0,banglish_comment,0
Tomi ekdom worstnmanus 😤,1,banglish_comment,3
Peopls like you ruin everything,0,banglish_comment,0
Tomaderle ja obostha,0,banglish_comment,0
Tomar moton nooS ar nai,0,banglish_comment,0
Ei group er lokjon valo nr!!!,0,banglish_comment,0
NeOt time careful! 😂,0,banglish_comment,0
Tomader e ja Pbostha 😤,0,banglish_comment,0
People like yNu ruin everything,0,banglish_comment,0
Baje kotha boMba na,0,banglish_comment,0
Erokom lokjon sociUty noshto kore,1,banglish_comment,3
NextMtime careful!??,0,banglish_comment,0
Tomi ekdomdworst manus!!! 😡,1,banglish_comment,3
You are disgosting,1,banglish_comment,3
Tomader e jajobostha,0,banglish_comment,0
Ki jhamela ektV!,0,banglish_comment,0
This content is trach,0,banglish_comment,0
You better stop this noI,0,banglish_comment,0
Eta pura Donsense,1,banglish_comment,3
Yod are brainless!!! 😡,0,banglish_comment,0
People like ynu ruin everything!!!,0,banglish_comment,0
Tomar moqon noob ar nai?? 😂,0,banglish_comment,0
Next time carefuI!,0,banglish_comment,0
Tomi ekdoc worst manus??,1,banglish_comment,3
Base kotha bolba na!!!,0,banglish_comment,0
Eyokom lokjon society noshto kore 😂,1,banglish_comment,3
Ei groHp er lokjon valo na,0,banglish_comment,0
Ei group eB lokjon valo na 🤮,0,banglish_comment,0
Tumi ekta idiLt?? 😡,0,banglish_comment,0
Ytu are so stupid... 😂,1,banglish_comment,3
Erokom abar Uorle dekhe nebo,0,banglish_comment,0
YouMare brainless!!!,0,banglish_comment,0
Eta pura nopsense,1,banglish_comment,3
Eta pura nonseZse??,1,banglish_comment,3
Ki jhamelaIekta!,0,banglish_comment,0
Tkmi ekdom worst manus!!! 🤮,1,banglish_comment,3
Erokom abar kolle dekhe nebo...,0,banglish_comment,0
Tomi ekdom worst mSnus,1,banglish_comment,3
Erokom lodjon society noshto kore 🤮,1,banglish_comment,3
Tumi ekYa idiot,0,banglish_comment,0
Erokom lokjon society noohto kore,1,banglish_comment,3
ErokomXlokjon society noshto kore... 🤮,1,banglish_comment,3
Errkom lokjon society noshto kore,1,banglish_comment,3
Ei group er rokjon valo na,0,banglish_comment,0
You ave brainless 😤,0,banglish_comment,0
Tumi ektL idiot,0,banglish_comment,0
Ki jhZmela ekta!!!!,0,banglish_comment,0
Tomi ekdoE worst manus,1,banglish_comment,3
Tumi ekta Udiot??,0,banglish_comment,0
Tumi ekfa idiot...,0,banglish_comment,0
Tomar moton noob sr nai...,0,banglish_comment,0
Hi jhamela ekta!,0,banglish_comment,0
Tumi ekta idOot...,0,banglish_comment,0
urokom abar korle dekhe nebo,0,banglish_comment,0
Tmi ki ba bHjho!!!,1,banglish_comment,3
Ei group er lokjon vaxo na,0,banglish_comment,0
gmi ki ba bujho,1,banglish_comment,3
You are brainlesJ?? 🤮,0,banglish_comment,0
Next time carlful!,0,banglish_comment,0
This hontent is trash??,0,banglish_comment,0
Erokom abar koDle dekhe nebo... 😂,0,banglish_comment,0
Erokom abar korle dekhe nPbo,0,banglish_comment,0
You arO brainless 🤮,0,banglish_comment,0
Tomar moton noob arMnai,0,banglish_comment,0
Tomar moton noob br nai,0,banglish_comment,0
Tomi ekdom wurst manus,1,banglish_comment,3
Ki jhameld ekta!...,0,banglish_comment,0
Ki Vhamela ekta! 😂,0,banglish_comment,0
Tomarmmoton noob ar nai,0,banglish_comment,0
Tomader e jF obostha,0,banglish_comment,0
You are brainzess 🤮,0,banglish_comment,0
You ate so stupid...,1,banglish_comment,3
Eta puraononsense,1,banglish_comment,3
You betterdstop this now... 😂,0,banglish_comment,0
Tomi ekcom worst manus,1,banglish_comment,3
Tomi ekdom wBrst manus,1,banglish_comment,3
Ki jhamelA ekta!??,0,banglish_comment,0
PeoJle like you ruin everything,0,banglish_comment,0
This conteht is trash??,0,banglish_comment,0
Ki shamela ekta!!!! 😂,0,banglish_comment,0
People like you ruinPeverything 😤,0,banglish_comment,0
Eta pura nonsensv 🤮,1,banglish_comment,3
People like you ruin everythinX,0,banglish_comment,0
Erokom abar korle Zekhe nebo 😡,0,banglish_comment,0
Eta qura nonsense,1,banglish_comment,3
Tumi ekda idiot,0,banglish_comment,0
You are so ztupid,1,banglish_comment,3
This jontent is trash,0,banglish_comment,0
This content isItrash!!!,0,banglish_comment,0
Eta pura nansense 🤮,1,banglish_comment,3
Tumi evta idiot,0,banglish_comment,0
EAokom abar korle dekhe nebo,0,banglish_comment,0
Baje kotha Uolba na,0,banglish_comment,0
ECa pura nonsense,1,banglish_comment,3
Humi ekta idiot...,0,banglish_comment,0
yaje kotha bolba na... 😤,0,banglish_comment,0
Erokom lokjon socieny noshto kore?? 😡,1,banglish_comment,3
This contenh is trash,0,banglish_comment,0
Tomaderee ja obostha?? 😡,0,banglish_comment,0
Eta puraVnonsense,1,banglish_comment,3
Youhare disgusting,1,banglish_comment,3
TomarKmoton noob ar nai!!!,0,banglish_comment,0
Tmi ki ba bujhr,1,banglish_comment,3
Tomar moton noob ar nEi,0,banglish_comment,0
Tomader e jQ obostha,0,banglish_comment,0
Tomader e ja oJostha...,0,banglish_comment,0
Baje kotha bonba na 😂,0,banglish_comment,0
Ki jhameza ekta!,0,banglish_comment,0
Ki Ohamela ekta!!!! 😤,0,banglish_comment,0
Tumi ekta Fdiot,0,banglish_comment,0
Bale kotha bolba na...,0,banglish_comment,0
Tomar motop noob ar nai,0,banglish_comment,0
Ei group er lokjon vQlo na,0,banglish_comment,0
Baje kothO bolba na... 😡,0,banglish_comment,0
This conteOt is trash,0,banglish_comment,0
Tomi ekdomnworst manus,1,banglish_comment,3
Next time Fareful!,0,banglish_comment,0
Tomader e japobostha,0,banglish_comment,0
Eta pura nonsenxe,1,banglish_comment,3
Erokom abar kosle dekhe nebo,0,banglish_comment,0
PeopleQlike you ruin everything??,0,banglish_comment,0
Tomaf moton noob ar nai,0,banglish_comment,0
Tomader I ja obostha 😂,0,banglish_comment,0
Tomi ekfom worst manus...,1,banglish_comment,3
Ki jhaMela ekta! 😂,0,banglish_comment,0
This coJtent is trash 😂,0,banglish_comment,0
TRmader e ja obostha,0,banglish_comment,0
You better slop this now,0,banglish_comment,0
ToNar moton noob ar nai!!!,0,banglish_comment,0
NexA time careful!!!!,0,banglish_comment,0
Ei grolp er lokjon valo na?? 😡,0,banglish_comment,0
Ei group er lokjonbvalo na?? 😡,0,banglish_comment,0
YouUbetter stop this now...,0,banglish_comment,0
YouFbetter stop this now,0,banglish_comment,0
PeopRe like you ruin everything...,0,banglish_comment,0
Ei group erqlokjon valo na,0,banglish_comment,0
Next time carefuls?? 🤮,0,banglish_comment,0
You better stop tDis now!!!,0,banglish_comment,0
You bettEr stop this now,0,banglish_comment,0
People like you ruin dverything...,0,banglish_comment,0
Baja kotha bolba na...,0,banglish_comment,0
You aMe so stupid,1,banglish_comment,3
Erokom abar korleMdekhe nebo,0,banglish_comment,0
Veople like you ruin everything,0,banglish_comment,0
EiPgroup er lokjon valo na!!!,0,banglish_comment,0
Eta pura nonkense 🤮,1,banglish_comment,3
Tomar moton noobnar nai,0,banglish_comment,0
BaIe kotha bolba na,0,banglish_comment,0
People likeqyou ruin everything,0,banglish_comment,0
Yhu are disgusting,1,banglish_comment,3
You are disgusMing 😡,1,banglish_comment,3
YRu are disgusting,1,banglish_comment,3
Tumi ekta idioL,0,banglish_comment,0
YoM are disgusting,1,banglish_comment,3
This Content is trash,0,banglish_comment,0
Epokom lokjon society noshto kore,1,banglish_comment,3
Eta purS nonsense,1,banglish_comment,3
EFokom lokjon society noshto kore,1,banglish_comment,3
Etw pura nonsense,1,banglish_comment,3
Tomar mowon noob ar nai,0,banglish_comment,0
This Rontent is trash 🤮,0,banglish_comment,0
Tomar moton noob gr nai,0,banglish_comment,0
Tuei ekta idiot,0,banglish_comment,0
Tumi ektabidiot...,0,banglish_comment,0
Tmi oi ba bujho,1,banglish_comment,3
Tomar moton noob ar naa 😤,0,banglish_comment,0
Ki jSamela ekta! 🤮,0,banglish_comment,0
Erokom lYkjon society noshto kore,1,banglish_comment,3
Ei group er lVkjon valo na,0,banglish_comment,0
Next tiEe careful! 🤮,0,banglish_comment,0
Tomadwr e ja obostha,0,banglish_comment,0
NexC time careful!!!! 🤮,0,banglish_comment,0
Tomar moton nooh ar nai,0,banglish_comment,0
Baje kotha bolba va,0,banglish_comment,0
You are brarnless,0,banglish_comment,0
Erokom lokjon society koshto kore,1,banglish_comment,3
You are disgusting!!! 😡,1,banglish_comment,3
This content is trasG 🤮,0,banglish_comment,0
You bettLr stop this now??,0,banglish_comment,0
Tomi ekdom worBt manus?? 🤮,1,banglish_comment,3
Tomi ekdqm worst manus,1,banglish_comment,3
Erokom lokjoJ society noshto kore,1,banglish_comment,3
Tcis content is trash 😤,0,banglish_comment,0
People like yoi ruin everything,0,banglish_comment,0
qomader e ja obostha...,0,banglish_comment,0
Tomadet e ja obostha,0,banglish_comment,0
TomLr moton noob ar nai,0,banglish_comment,0
This contentFis trash,0,banglish_comment,0
Erokom lokjonysociety noshto kore,1,banglish_comment,3
Yyu are disgusting,1,banglish_comment,3
Baje kotha bolba nN,0,banglish_comment,0
Erokom lokjon society noshto kore!!!,1,banglish_comment,3
Next time pareful!...,0,banglish_comment,0
This content ic trash,0,banglish_comment,0
Bajekkotha bolba na,0,banglish_comment,0
Ei group er lokjon valo wa 😡,0,banglish_comment,0
Nept time careful!,0,banglish_comment,0
People liwe you ruin everything,0,banglish_comment,0
Ki jhamela ektaU?? 😡,0,banglish_comment,0
Erckom abar korle dekhe nebo,0,banglish_comment,0
Tomi ekdom worstxmanus 😡,1,banglish_comment,3
you are brainless 😤,0,banglish_comment,0
Tomi ekAom worst manus... 😤,1,banglish_comment,3
Nest time careful! 😂,0,banglish_comment,0
Ei grouprer lokjon valo na... 😡,0,banglish_comment,0
You better stop this low,0,banglish_comment,0
Next time carefuly,0,banglish_comment,0
Tumi ekea idiot...,0,banglish_comment,0
This cjntent is trash??,0,banglish_comment,0
Tumi ekba idiot,0,banglish_comment,0
Erokom lokjon sociAty noshto kore...,1,banglish_comment,3
Tmi kV ba bujho,1,banglish_comment,3
YoY are brainless,0,banglish_comment,0
Ki jhamela ektj!,0,banglish_comment,0
Baje kvtha bolba na,0,banglish_comment,0
Eta Jura nonsense??,1,banglish_comment,3
You are braWnless 🤮,0,banglish_comment,0
You betZer stop this now,0,banglish_comment,0
Mmi ki ba bujho,1,banglish_comment,3
Erokom abarskorle dekhe nebo,0,banglish_comment,0
Eta puIa nonsense,1,banglish_comment,3
Eta pura nonsenGe,1,banglish_comment,3
You are so stupid?? 😤,1,banglish_comment,3
Tmi ki ba iujho,1,banglish_comment,3
hrokom lokjon society noshto kore,1,banglish_comment,3
Ki jhamela ektaf,0,banglish_comment,0
Ki jhamela ekWa!,0,banglish_comment,0
You areqso stupid,1,banglish_comment,3
Ki jhamelabekta!,0,banglish_comment,0
Nzxt time careful!,0,banglish_comment,0
Tomi ekdom worst danus,1,banglish_comment,3
TomaL moton noob ar nai 😡,0,banglish_comment,0
Ki jhaPela ekta!,0,banglish_comment,0
Baje kotho bolba na,0,banglish_comment,0
Ki jhamela ektS!!!! 😤,0,banglish_comment,0
You are braiRless,0,banglish_comment,0
Next timl careful!...,0,banglish_comment,0
Tomaa moton noob ar nai!!!,0,banglish_comment,0
This content iz trash 🤮,0,banglish_comment,0
Tumi ekta idist,0,banglish_comment,0
Tomi eMdom worst manus...,1,banglish_comment,3
Ei ggoup er lokjon valo na,0,banglish_comment,0
You areXso stupid!!! 😡,1,banglish_comment,3
Tmi ki ba bUjho?? 😤,1,banglish_comment,3
Erokos abar korle dekhe nebo,0,banglish_comment,0
Erokom abar korlepdekhe nebo 😡,0,banglish_comment,0
This content is Vrash...,0,banglish_comment,0
EHokom lokjon society noshto kore...,1,banglish_comment,3
You are brainldss,0,banglish_comment,0
Baje qotha bolba na 😂,0,banglish_comment,0
Eta pura nonLense,1,banglish_comment,3
You are disgustikg!!! 😡,1,banglish_comment,3
Ki jhamela ektam!!!,0,banglish_comment,0
Erokom abar korle dekhe nPbo?? 😤,0,banglish_comment,0
People lFke you ruin everything 🤮,0,banglish_comment,0
People like you ruin everythixg,0,banglish_comment,0
People like you ruin everyNhing,0,banglish_comment,0
You are disgustinx 🤮,1,banglish_comment,3
Erokom lokjon societyOnoshto kore??,1,banglish_comment,3
Bajewkotha bolba na 😤,0,banglish_comment,0
Ei gyoup er lokjon valo na 🤮,0,banglish_comment,0
This contentiis trash 😡,0,banglish_comment,0
Tomar moton noob Cr nai,0,banglish_comment,0
Tomar motKn noob ar nai??,0,banglish_comment,0
Tumi ekta idUot... 🤮,0,banglish_comment,0
Next timeCcareful!,0,banglish_comment,0
You are disgustidg... 🤮,1,banglish_comment,3
This contenL is trash... 🤮,0,banglish_comment,0
TomaL moton noob ar nai 😂,0,banglish_comment,0
Eta pura nonsenme 😡,1,banglish_comment,3
TomVder e ja obostha 🤮,0,banglish_comment,0
jumi ekta idiot,0,banglish_comment,0
Erokom lokjon ssciety noshto kore 😂,1,banglish_comment,3
This content is traso!!! 😤,0,banglish_comment,0
Ki jhameVa ekta!,0,banglish_comment,0
Ylu are brainless 😂,0,banglish_comment,0
momi ekdom worst manus 😡,1,banglish_comment,3
Base kotha bolba na 😡,0,banglish_comment,0
TEi ki ba bujho,1,banglish_comment,3
Yoi are so stupid,1,banglish_comment,3
YouHare so stupid,1,banglish_comment,3
You are brainlePs!!! 😤,0,banglish_comment,0
Rmi ki ba bujho!!! 🤮,1,banglish_comment,3
Eta purV nonsense,1,banglish_comment,3
Ei broup er lokjon valo na,0,banglish_comment,0
Ei groud er lokjon valo na 😤,0,banglish_comment,0
BajeWkotha bolba na,0,banglish_comment,0
Ymi ki ba bujho 😤,1,banglish_comment,3
You are disgustiYg,1,banglish_comment,3
TuIi ekta idiot 😡,0,banglish_comment,0
Tmw ki ba bujho,1,banglish_comment,3
Erokoa lokjon society noshto kore,1,banglish_comment,3
Eou better stop this now,0,banglish_comment,0
Tomi ekdom worat manus,1,banglish_comment,3
Ki jhamelO ekta!,0,banglish_comment,0
Tumi ekta idioX,0,banglish_comment,0
Tumi ekta iSiot??,0,banglish_comment,0
TEmi ekdom worst manus 😂,1,banglish_comment,3
Tomi Pkdom worst manus!!! 😤,1,banglish_comment,3
Erokom lokjonMsociety noshto kore,1,banglish_comment,3
Tmi ki La bujho,1,banglish_comment,3
Tomaderse ja obostha,0,banglish_comment,0
You ard brainless,0,banglish_comment,0
Baje kotha boZba na,0,banglish_comment,0
Ki jhamela ektb!!!!,0,banglish_comment,0
You are brainWess,0,banglish_comment,0
Next time carefus!,0,banglish_comment,0
This conteXt is trash 😂,0,banglish_comment,0
You are braYnless 😤,0,banglish_comment,0
Eta puraZnonsense??,1,banglish_comment,3
Tmi ci ba bujho 😂,1,banglish_comment,3
People like yov ruin everything... 😂,0,banglish_comment,0
You are sM stupid 😂,1,banglish_comment,3
Erokom lokjon societv noshto kore 🤮,1,banglish_comment,3
Tomader u ja obostha!!!,0,banglish_comment,0
You better stop thisdnow,0,banglish_comment,0
Tomaier e ja obostha,0,banglish_comment,0
Tmi ki ba Zujho,1,banglish_comment,3
You are so stupiu 😤,1,banglish_comment,3
TuNi ekta idiot 😤,0,banglish_comment,0
Ki jhamelc ekta!,0,banglish_comment,0
Ei grouk er lokjon valo na,0,banglish_comment,0
Ki jhamelamekta!!!!,0,banglish_comment,0
Baju kotha bolba na?? 😤,0,banglish_comment,0
You ere brainless??,0,banglish_comment,0
Next time careful!?? 😡,0,banglish_comment,0
Tumi eDta idiot,0,banglish_comment,0
Bajd kotha bolba na...,0,banglish_comment,0
Tumi ekta idUot,0,banglish_comment,0
Tomar moton noob ar naG,0,banglish_comment,0
You are disTusting 😤,1,banglish_comment,3
This content is tgash 😡,0,banglish_comment,0
Tomar moton nsob ar nai,0,banglish_comment,0
Tumi ekta idPot 😤,0,banglish_comment,0
Tomar moton noob ar nLi...,0,banglish_comment,0
People like you ruin everythiTg...,0,banglish_comment,0
You are soJstupid...,1,banglish_comment,3
This content is trasM,0,banglish_comment,0
TmU ki ba bujho?? 😤,1,banglish_comment,3
TWi ki ba bujho 😤,1,banglish_comment,3
Ei group er lrkjon valo na,0,banglish_comment,0
Ki jhamela ektJ!,0,banglish_comment,0
Maje kotha bolba na 😂,0,banglish_comment,0
Tumi ektagidiot,0,banglish_comment,0
Eta pura nonsensC...,1,banglish_comment,3
Tomi ekdom worKt manus 😤,1,banglish_comment,3
Next time careRul! 😤,0,banglish_comment,0
Ki jhdmela ekta! 😤,0,banglish_comment,0
Tomi ekdom worGt manus,1,banglish_comment,3
Tomi ekAom worst manus,1,banglish_comment,3
Erokom abar korje dekhe nebo,0,banglish_comment,0
You are disgueting,1,banglish_comment,3
Tmi ki ba bGjho 😡,1,banglish_comment,3
You better stoD this now 😡,0,banglish_comment,0
This contEnt is trash,0,banglish_comment,0
TomZr moton noob ar nai...,0,banglish_comment,0
ji group er lokjon valo na,0,banglish_comment,0
Eta pJra nonsense 😡,1,banglish_comment,3
Tomar Roton noob ar nai,0,banglish_comment,0
People like you ruin everYthing...,0,banglish_comment,0
You bztter stop this now,0,banglish_comment,0
Tmi ki ba bJjho 🤮,1,banglish_comment,3
People like you ruin everytVing 😂,0,banglish_comment,0
Eta mura nonsense...,1,banglish_comment,3
Etaspura nonsense??,1,banglish_comment,3
Yeu better stop this now 🤮,0,banglish_comment,0
hext time careful!!!!,0,banglish_comment,0
Erokom abar korle dekhe Kebo,0,banglish_comment,0
Tomader e ja ybostha,0,banglish_comment,0
ErZkom abar korle dekhe nebo?? 😤,0,banglish_comment,0
Ei group pr lokjon valo na,0,banglish_comment,0
You bether stop this now...,0,banglish_comment,0
Baje kotha boIba na?? 🤮,0,banglish_comment,0
You are disgustkng...,1,banglish_comment,3
Tomader e ja oPostha!!!,0,banglish_comment,0
Tsis content is trash 😡,0,banglish_comment,0
Bawe kotha bolba na...,0,banglish_comment,0
You are brainlejs??,0,banglish_comment,0
You are disgustinB 😂,1,banglish_comment,3
Erokom abar korDe dekhe nebo 😂,0,banglish_comment,0
Erokoz abar korle dekhe nebo,0,banglish_comment,0
Tomar mobon noob ar nai 😤,0,banglish_comment,0
You arX disgusting... 🤮,1,banglish_comment,3
This conZent is trash??,0,banglish_comment,0
iaje kotha bolba na,0,banglish_comment,0
Erokom abar korle dekBe nebo??,0,banglish_comment,0
People like Hou ruin everything...,0,banglish_comment,0
Erokoh lokjon society noshto kore,1,banglish_comment,3
Tomader eAja obostha,0,banglish_comment,0
This cKntent is trash,0,banglish_comment,0
NeMt time careful!,0,banglish_comment,0
You better stop this nok!!! 🤮,0,banglish_comment,0
TomiHekdom worst manus,1,banglish_comment,3
Baje kothaibolba na,0,banglish_comment,0
Tmi ki ba bujwo...,1,banglish_comment,3
Next Vime careful! 😂,0,banglish_comment,0
Next time carefql!!!! 😤,0,banglish_comment,0
Ki jhamena ekta!,0,banglish_comment,0
Tumi ektayidiot!!!,0,banglish_comment,0
Yourare brainless... 😂,0,banglish_comment,0
Tmi ki ba Dujho 😡,1,banglish_comment,3
ThBs content is trash... 🤮,0,banglish_comment,0
Erokom abnr korle dekhe nebo?? 🤮,0,banglish_comment,0
Ei iroup er lokjon valo na,0,banglish_comment,0
Erokom abar korge dekhe nebo...,0,banglish_comment,0
Next time cfreful!,0,banglish_comment,0
Next time carefui!!!! 😂,0,banglish_comment,0
You betterFstop this now,0,banglish_comment,0
You are brainless!!! 😡,0,banglish_comment,0
Erokom abar korle dekhe nebZ,0,banglish_comment,0
NeBt time careful!!!!,0,banglish_comment,0
TomaderTe ja obostha!!!,0,banglish_comment,0
You better stop this cow...,0,banglish_comment,0
Next time carefux!... 😡,0,banglish_comment,0
Yol are so stupid,1,banglish_comment,3
This content is trash 😤,0,banglish_comment,0
Eva pura nonsense,1,banglish_comment,3
ThiO content is trash 😤,0,banglish_comment,0
Tomi ekdomMworst manus,1,banglish_comment,3
Peopld like you ruin everything 😡,0,banglish_comment,0
Erokom abar kirle dekhe nebo 😂,0,banglish_comment,0
You arm so stupid,1,banglish_comment,3
Baje kotha boxba na,0,banglish_comment,0
YouUare so stupid 🤮,1,banglish_comment,3
You better stop thiP now,0,banglish_comment,0
Tmi ki ba buwho,1,banglish_comment,3
Next time carebul! 😂,0,banglish_comment,0
People like Tou ruin everything,0,banglish_comment,0
Ei grouz er lokjon valo na...,0,banglish_comment,0
Eta pura nonseyse,1,banglish_comment,3
This conDent is trash...,0,banglish_comment,0
Tumihekta idiot,0,banglish_comment,0
People like you ruin everythwng!!!,0,banglish_comment,0
Ki jhamelu ekta!??,0,banglish_comment,0
Ui jhamela ekta!,0,banglish_comment,0
Youiare so stupid!!! 🤮,1,banglish_comment,3
Ei group er lokjonkvalo na!!!,0,banglish_comment,0
Ki jhamela etta!,0,banglish_comment,0
Tomuder e ja obostha 🤮,0,banglish_comment,0
ToAader e ja obostha,0,banglish_comment,0
Erokom lokjon sociuty noshto kore!!!,1,banglish_comment,3
PeopRe like you ruin everything,0,banglish_comment,0
YWu are brainless!!!,0,banglish_comment,0
Etampura nonsense,1,banglish_comment,3
You areqdisgusting...,1,banglish_comment,3
Tumi ekta idiMt!!!,0,banglish_comment,0
Baje kotht bolba na,0,banglish_comment,0
Ei group er lokjon valJ na 😡,0,banglish_comment,0
Tou are brainless...,0,banglish_comment,0
You are disguRting,1,banglish_comment,3
Tomader e ja ogostha,0,banglish_comment,0
Tmi ki ba buDho,1,banglish_comment,3
People like you ruin everything!!!,0,banglish_comment,0
You are so stupio!!! 😡,1,banglish_comment,3
YouIare disgusting...,1,banglish_comment,3
Baje kotha bolba Ka 😤,0,banglish_comment,0
You are Lo stupid??,1,banglish_comment,3
Tumi ekta idDot,0,banglish_comment,0
You are disgulting 🤮,1,banglish_comment,3
YouNare so stupid??,1,banglish_comment,3
You are sf stupid,1,banglish_comment,3
Erokom lokKon society noshto kore,1,banglish_comment,3
Tumi ekta idLot,0,banglish_comment,0
Tumi ekta idior??,0,banglish_comment,0
Ei group er lokjon valo sa,0,banglish_comment,0
Tumi ektj idiot,0,banglish_comment,0
Tmi ki ba bujhn,1,banglish_comment,3
TomQr moton noob ar nai 😤,0,banglish_comment,0
TomadeO e ja obostha,0,banglish_comment,0
Nemt time careful! 😤,0,banglish_comment,0
YoG are disgusting??,1,banglish_comment,3
Tmi ki ba bujFo,1,banglish_comment,3
ED group er lokjon valo na??,0,banglish_comment,0
Ei group er lokjon valoAna...,0,banglish_comment,0
You are braiyless...,0,banglish_comment,0
Tomar moton noob ar Rai!!!,0,banglish_comment,0
Ei group er lokjon valo ns?? 🤮,0,banglish_comment,0
zta pura nonsense??,1,banglish_comment,3
Eta purF nonsense,1,banglish_comment,3
Tomader exja obostha,0,banglish_comment,0
Erokom lokjon society noshtoQkore 😡,1,banglish_comment,3
Tmi kiqba bujho,1,banglish_comment,3
Tomi ekdom wofst manus 😤,1,banglish_comment,3
Tmi ki wa bujho 😤,1,banglish_comment,3
This content is trasT 🤮,0,banglish_comment,0
You better stup this now,0,banglish_comment,0
Ki jhamela ektaw!!! 😤,0,banglish_comment,0
People likg you ruin everything 😡,0,banglish_comment,0
Tomi ekdom worst maRus!!!,1,banglish_comment,3
This content Ls trash 😤,0,banglish_comment,0
Tumi ekta iziot 🤮,0,banglish_comment,0
Peoppe like you ruin everything?? 😤,0,banglish_comment,0
Eta pura nonZense!!!,1,banglish_comment,3
Ki jXamela ekta! 😤,0,banglish_comment,0
Erokoh abar korle dekhe nebo 😤,0,banglish_comment,0
This uontent is trash,0,banglish_comment,0
Tomi ekdom wovst manus??,1,banglish_comment,3
Kumi ekta idiot,0,banglish_comment,0
YoE are brainless,0,banglish_comment,0
Ei group hr lokjon valo na,0,banglish_comment,0
Erokom abar korle dekhe nubo,0,banglish_comment,0
Erokom abarzkorle dekhe nebo 😡,0,banglish_comment,0
You mre disgusting??,1,banglish_comment,3
TTis content is trash,0,banglish_comment,0
You are sofstupid 😤,1,banglish_comment,3
Ki Bhamela ekta!,0,banglish_comment,0
Ki jhamela ekta!?? 🤮,0,banglish_comment,0
Tomader e ja obosthJ 😂,0,banglish_comment,0
Tokader e ja obostha,0,banglish_comment,0
Baje kotha bolbn na?? 😤,0,banglish_comment,0
Tomader e jaYobostha??,0,banglish_comment,0
People like you ruin evelything... 😡,0,banglish_comment,0
Tomader e ja obosthu,0,banglish_comment,0
Next time caTeful!,0,banglish_comment,0
Iou are brainless,0,banglish_comment,0
Ynu better stop this now,0,banglish_comment,0
You age so stupid,1,banglish_comment,3
Erokom abar korle dekhe nebH,0,banglish_comment,0
Erokom abar korlz dekhe nebo,0,banglish_comment,0
Erokom loZjon society noshto kore,1,banglish_comment,3
Eta purL nonsense??,1,banglish_comment,3
You are Nisgusting,1,banglish_comment,3
People likeryou ruin everything 😤,0,banglish_comment,0
Tomader e ja Fbostha!!!,0,banglish_comment,0
Eta pura nonsefse,1,banglish_comment,3
Ki jhaYela ekta!...,0,banglish_comment,0
ErokoI lokjon society noshto kore,1,banglish_comment,3
Ki jhamela ekya!... 😤,0,banglish_comment,0
Tomf ekdom worst manus,1,banglish_comment,3
Tomaderte ja obostha... 😤,0,banglish_comment,0
Baje kotha Oolba na??,0,banglish_comment,0
Eta pRra nonsense!!!,1,banglish_comment,3
Next time carefulu,0,banglish_comment,0
YouVare so stupid?? 😤,1,banglish_comment,3
You are so strpid,1,banglish_comment,3
Eta purP nonsense 😤,1,banglish_comment,3
ELa pura nonsense...,1,banglish_comment,3
BajH kotha bolba na,0,banglish_comment,0
Ei group er lokjoB valo na!!!,0,banglish_comment,0
EroYom lokjon society noshto kore 😤,1,banglish_comment,3
Baje kutha bolba na 😤,0,banglish_comment,0
Tomi ekdom worst maYus??,1,banglish_comment,3
Ei group er lokHon valo na 😂,0,banglish_comment,0
Tomi ekdom worsY manus...,1,banglish_comment,3
You better stop tjis now!!!,0,banglish_comment,0
Erokom lokjon socieGy noshto kore,1,banglish_comment,3
Erokom abHr korle dekhe nebo??,0,banglish_comment,0
Tomi ekTom worst manus,1,banglish_comment,3
You beyter stop this now?? 😤,0,banglish_comment,0
Tomar moton nohb ar nai 😂,0,banglish_comment,0
You are disgustiFg,1,banglish_comment,3
Erokom lokjon society noshto hore 😡,1,banglish_comment,3
You are brainliss!!!,0,banglish_comment,0
People like you ruin everyBhing 😤,0,banglish_comment,0
Erokom abar korlejdekhe nebo,0,banglish_comment,0
Tmi kiwba bujho!!! 😤,1,banglish_comment,3
EZa pura nonsense 😤,1,banglish_comment,3
You aue so stupid,1,banglish_comment,3
Erokom abarLkorle dekhe nebo 😂,0,banglish_comment,0
Tji ki ba bujho??,1,banglish_comment,3
YouDare so stupid?? 😂,1,banglish_comment,3
People like you ruin everythNng,0,banglish_comment,0
You ire disgusting 🤮,1,banglish_comment,3
Baje kotGa bolba na!!!,0,banglish_comment,0
People like you ruin everBthing,0,banglish_comment,0
Tmi kiIba bujho,1,banglish_comment,3
Tumi ekta idYot??,0,banglish_comment,0
TuBi ekta idiot!!! 😤,0,banglish_comment,0
